row_label_raw,row_label_full,Số dư đầu năm > Tăng mua trong năm,Năm 2025 > 1.500.140.582.061 > 199.456.120.305,Năm 2024 > 1.689.485.786.703 > 290.240.971.028,numeric__Năm 2025 > 1.500.140.582.061 > 199.456.120.305,numeric__Năm 2024 > 1.689.485.786.703 > 290.240.971.028
Chuyển từ TSCĐ hữu hình,Chuyển từ TSCĐ hữu hình,Chuyển từ TSCĐ hữu hình,3.702.109.091,-,3702109091.0,
Chuyển từ XDCB dở dang,Chuyển từ XDCB dở dang,Chuyển từ XDCB dở dang,-,1.771.276.463,,1771276463.0
Phân bố trong năm,Phân bố trong năm,Phân bố trong năm,(232.296.247.557),(276.621.784.449),-232296247557.0,-276621784449.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(1.067.265.235),(18.351.412.491),-1067265235.0,-18351412491.0
Kết chuyển phân loại ngắn hạn/dài hạn,Kết chuyển phân loại ngắn hạn/dài hạn,Kết chuyển phân loại ngắn hạn/dài hạn,(31.481.934.133),(186.384.255.193),-31481934133.0,-186384255193.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.438.453.364.532,1.500.140.582.061,1438453364532.0,1500140582061.0
