row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025,Năm 2024,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,3.027.165.577.662,(2.555.664.274.349),1.0,,3027165577662.0,-2555664274349.0
2. Điều chính cho các khoản :,2. Điều chính cho các khoản :,2. Điều chính cho các khoản :,2. Điều chính cho các khoản :,2. Điều chính cho các khoản :,2. Điều chính cho các khoản :,2. Điều chính cho các khoản :,,,,
"- Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rẻ","2. Điều chính cho các khoản : > - Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rẻ","- Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rẻ",02,,1.043.689.539.722,1.553.032.140.045,2.0,,1043689539722.0,1553032140045.0
- Các khoản dự phòng,2. Điều chính cho các khoản : > - Các khoản dự phòng,- Các khoản dự phòng,03,,94.863.768.003,340.901.656.636,3.0,,94863768003.0,340901656636.0
"- (Lãi), lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","2. Điều chính cho các khoản : > - (Lãi), lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- (Lãi), lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,664.596.042.667,906.763.500.173,4.0,,664596042667.0,906763500173.0
"- (Lãi), lỗ từ hoạt động đầu tư (cổ tức, lãi tiền gửi, đầu tư khác)","2. Điều chính cho các khoản : > - (Lãi), lỗ từ hoạt động đầu tư (cổ tức, lãi tiền gửi, đầu tư khác)","- (Lãi), lỗ từ hoạt động đầu tư (cổ tức, lãi tiền gửi, đầu tư khác)",05,,(2.061.632.966.606),(724.297.919.592),5.0,,-2061632966606.0,-724297919592.0
- Chi phí lãi vay và chi phí phát hành trái phiếu,2. Điều chính cho các khoản : > - Chi phí lãi vay và chi phí phát hành trái phiếu,- Chi phí lãi vay và chi phí phát hành trái phiếu,06,,148.464.773.101,293.164.269.671,6.0,,148464773101.0,293164269671.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chính cho các khoản : > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,2.917.146.734.549,(186.100.627.416),8.0,,2917146734549.0,-186100627416.0
- (Tăng)/giảm các khoản phải thu,2. Điều chính cho các khoản : > - (Tăng)/giảm các khoản phải thu,- (Tăng)/giảm các khoản phải thu,09,,635.506.221.286,11.428.809.770.160,9.0,,635506221286.0,11428809770160.0
