row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),200,,43.055.530.039.105,29.946.901.858.972,200.0,,43055530039105.0,29946901858972.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,27.062.462.407.407,15.900.998.378.910,210.0,,27062462407407.0,15900998378910.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,VI.5b,2.879.396.000.000,176.200.000.000,215.0,,2879396000000.0,176200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,VI.6b,24.199.568.407.407,15.741.300.378.910,216.0,,24199568407407.0,15741300378910.0
3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,219,VI.7b,(16.502.000.000),(16.502.000.000),219.0,,-16502000000.0,-16502000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.900.525.281.486,1.937.682.347.954,220.0,,1900525281486.0,1937682347954.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,VI.11,1.839.487.001.894,1.875.694.928.140,221.0,,1839487001894.0,1875694928140.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.363.722.575.531,2.286.171.400.171,222.0,,2363722575531.0,2286171400171.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(524.235.573.637),(410.476.472.031),223.0,,-524235573637.0,-410476472031.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,VI.12,61.038.279.592,61.987.419.814,227.0,,61038279592.0,61987419814.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,170.995.422.229,170.305.186.522,228.0,,170995422229.0,170305186522.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(109.957.142.637),(108.317.766.708),229.0,,-109957142637.0,-108317766708.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,VI.13,5.151.243.697.334,5.737.179.048.000,230.0,,5151243697334.0,5737179048000.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,6.080.335.521.638,6.503.656.915.369,231.0,,6080335521638.0,6503656915369.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(929.091.824.304),(766.477.867.369),232.0,,-929091824304.0,-766477867369.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,424.593.194.226,544.001.499.525,240.0,,424593194226.0,544001499525.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,VI.14,67.880.374.251,181.998.060.395,241.0,,67880374251.0,181998060395.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,VI.15,356.712.819.975,362.003.439.130,242.0,,356712819975.0,362003439130.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,,5.292.774.070.328,1.709.377.159.826,250.0,,5292774070328.0,1709377159826.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,VI.2b,4.996.632.504.158,1.411.340.774.269,252.0,,4996632504158.0,1411340774269.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,VI.2c,301.440.514.598,302.340.514.598,253.0,,301440514598.0,302340514598.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,VI.2c,(5.298.948.428),(4.304.129.041),254.0,,-5298948428.0,-4304129041.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,3.223.931.388.324,4.117.663.424.757,260.0,,3223931388324.0,4117663424757.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,VI.9b,1.438.453.364.532,1.500.140.582.061,261.0,,1438453364532.0,1500140582061.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,VI.25,146.178.407.645,141.684.358.122,262.0,,146178407645.0,141684358122.0
3. Lợi thế thương mại,3. Lợi thế thương mại,3. Lợi thế thương mại,269,VI.10,1.639.299.616.147,2.475.838.484.574,269.0,,1639299616147.0,2475838484574.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,249.907.848.818.804,237.777.980.657.656,270.0,,249907848818804.0,237777980657656.0
