row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,58.892.990.375.863,47.291.024.358.614,400.0,,58892990375863.0,47291024358614.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V1.26,58.892.990.375.863,47.291.024.358.614,410.0,,58892990375863.0,47291024358614.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,22.320.185.490.000,19.501.045.380.000,411.0,,22320185490000.0,19501045380000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,22.320.185.490.000,19.501.045.380.000,,,22320185490000.0,19501045380000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,6.043.387.533.639,5.051.601.924.626,412.0,,6043387533639.0,5051601924626.0
"3. Lợi nhuận sau thuế (""LNST"") chưa phân phối","3. Lợi nhuận sau thuế (""LNST"") chưa phân phối","3. Lợi nhuận sau thuế (""LNST"") chưa phân phối",421,,16.975.588.189.332,13.281.118.742.079,421.0,,16975588189332.0,13281118742079.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,13.281.118.742.079,13.494.207.570.271,,,13281118742079.0,13494207570271.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,3.694.469.447.253,(213.088.828.192),,,3694469447253.0,-213088828192.0
4. Lợi ích cổ đông không kiểm soát,4. Lợi ích cổ đông không kiểm soát,4. Lợi ích cổ đông không kiểm soát,429,,13.553.829.162.892,9.457.258.311.909,429.0,,13553829162892.0,9457258311909.0
TỔNG CỘNG NGUỒN VỐN (440 =300+400),TỔNG CỘNG NGUỒN VỐN (440 =300+400),TỔNG CỘNG NGUỒN VỐN (440 =300+400),440,,249.907.848.818.804,237.777.980.657.656,440.0,,249907848818804.0,237777980657656.0
