row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2025VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2025VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND
Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,1.434.940.355.726,1.335.524.771.437,1434940355726.0,1335524771437.0
- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,176.251.871,186.934.003,176251871.0,186934003.0
- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,143.248.619.170,96.336.559.013,143248619170.0,96336559013.0
- Cổ tức và lợi nhuận được chia,- Cổ tức và lợi nhuận được chia,- Cổ tức và lợi nhuận được chia,1.281.644.585.036,1.231.677.263.281,1281644585036.0,1231677263281.0
- Lãi chênh lệch tỷ giá chưa thực hiện,- Lãi chênh lệch tỷ giá chưa thực hiện,- Lãi chênh lệch tỷ giá chưa thực hiện,7.163.160,10.744.740,7163160.0,10744740.0
- Lãi thanh hoán hoạt động đầu tư,- Lãi thanh hoán hoạt động đầu tư,- Lãi thanh hoán hoạt động đầu tư,9.863.736.489,7.313.270.400,9863736489.0,7313270400.0
Dịch vụ đào tạo,Dịch vụ đào tạo,Dịch vụ đào tạo,3.986.400.474,2.193.853.274,3986400474.0,2193853274.0
Cho thuê văn phòng (*),Cho thuê văn phòng (*),Cho thuê văn phòng (*),106.207.936.776,101.875.953.254,106207936776.0,101875953254.0
Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,281.830.372.420,252.364.887.913,281830372420.0,252364887913.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.826.965.065.396,1.691.959.465.878,1826965065396.0,1691959465878.0
