row_label_raw,row_label_full,Cổ đông,Số lượng cổ phầnnăm giữ,Tỷ lệsở hữu (%),numeric__Số lượng cổ phầnnăm giữ,numeric__Tỷ lệsở hữu (%)
- Bộ Tài chính,- Bộ Tài chính,- Bộ Tài chính,482.509.800,"65,00",482509800.0,65.0
"- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")","- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")","- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")",163.945.421,"22,09",163945421.0,22.09
"- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước(""SCIC"")","- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước(""SCIC"")","- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước(""SCIC"")",22.154.400,"2,98",22154400.0,2.98
- Các cổ đông khác,- Các cổ đông khác,- Các cổ đông khác,73.713.143,"9,93",73713143.0,9.93
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,742.322.764,"100,00",742322764.0,100.0
