row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2024 > Phải thu VND,Ngày 31 tháng 12 năm 2024 > Phải nộp VND,Số phải nộp trong năm VND,Số đã khấu trừ/ (đã nộp) trong năm VND,Ngày 31 tháng 12 năm 2025 > Phải thu VND,Ngày 31 tháng 12 năm 2025 > Phải nộp VND,numeric__Ngày 31 tháng 12 năm 2024 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2024 > Phải nộp VND,numeric__Số phải nộp trong năm VND,numeric__Số đã khấu trừ/ (đã nộp) trong năm VND,numeric__Ngày 31 tháng 12 năm 2025 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2025 > Phải nộp VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,(4.788.139.706),-,-,14.770.118,(4.773.369.588),-,-4788139706.0,,,14770118.0,-4773369588.0,
Thuế GTGT được khấu trừ Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT được khấu trừ Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT được khấu trừ Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,-,-,5.469.787.410,(5.469.787.410),-,-,,,5469787410.0,-5469787410.0,,
Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,-,3.872.081.475,25.781.412.281,(26.193.957.745),-,3.459.536.011,,3872081475.0,25781412281.0,-26193957745.0,,3459536011.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,1.598.681.126,24.795.238.836,(25.863.746.209),-,530.173.753,,1598681126.0,24795238836.0,-25863746209.0,,530173753.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,(11.054.150),142.585.677,9.890.176.387,(14.252.828.423),(4.231.120.509),-,-11054150.0,142585677.0,9890176387.0,-14252828423.0,-4231120509.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,(4.799.193.856),5.613.348.278,65.936.614.914,(71.765.549.669),(9.004.490.097),3.989.709.764,-4799193856.0,5613348278.0,65936614914.0,-71765549669.0,-9004490097.0,3989709764.0
