row_label_raw,row_label_full,col_0,Năm 2025VND,numeric__Năm 2025VND
Thù lao của thành viên Hội đồng Quản trị,Thù lao của thành viên Hội đồng Quản trị,Thù lao của thành viên Hội đồng Quản trị,Thù lao của thành viên Hội đồng Quản trị,
Ông Nguyễn Xuân Việt,Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Xuân Việt,Ông Nguyễn Xuân Việt,206.400.000,206400000.0
Ông Nguyễn Quang Phi,Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Quang Phi,Ông Nguyễn Quang Phi,206.400.000,206400000.0
Ông Nguyễn Thừa Nhật,Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Thừa Nhật,Ông Nguyễn Thừa Nhật,206.400.000,206400000.0
Bà Ngô Thị Thu Trang,Thù lao của thành viên Hội đồng Quản trị > Bà Ngô Thị Thu Trang,Bà Ngô Thị Thu Trang,720.000.000,720000000.0
Ông Dương Trí Thành,Thù lao của thành viên Hội đồng Quản trị > Ông Dương Trí Thành,Ông Dương Trí Thành,720.000.000,720000000.0
Ông Trịnh Hồng Quang,Thù lao của thành viên Hội đồng Quản trị > Ông Trịnh Hồng Quang,Ông Trịnh Hồng Quang,720.000.000,720000000.0
Ông Igarashi Takafumi,Thù lao của thành viên Hội đồng Quản trị > Ông Igarashi Takafumi,Ông Igarashi Takafumi,206.400.000,206400000.0
Ông Inami Ryota,Thù lao của thành viên Hội đồng Quản trị > Ông Inami Ryota,Ông Inami Ryota,206.400.000,206400000.0
Tiền lương và chi phí hoạt động của Ban Kiểm soát,Thù lao của thành viên Hội đồng Quản trị > Tiền lương và chi phí hoạt động của Ban Kiểm soát,Tiền lương và chi phí hoạt động của Ban Kiểm soát,36.000.000,36000000.0
Tiền lương của Tổng Giám đốc và Người quản lý khác,Tiền lương của Tổng Giám đốc và Người quản lý khác,Tiền lương của Tổng Giám đốc và Người quản lý khác,Tiền lương của Tổng Giám đốc và Người quản lý khác,
Bà Trần Thị Diệu Hằng,Tiền lương của Tổng Giám đốc và Người quản lý khác > Bà Trần Thị Diệu Hằng,Bà Trần Thị Diệu Hằng,984.301.300,984301300.0
Ông Nguyễn Đình An,Tiền lương của Tổng Giám đốc và Người quản lý khác > Ông Nguyễn Đình An,Ông Nguyễn Đình An,943.330.000,943330000.0
Ông Nguyễn Xuân Việt,Tiền lương của Tổng Giám đốc và Người quản lý khác > Ông Nguyễn Xuân Việt,Ông Nguyễn Xuân Việt,980.172.600,980172600.0
Ông Nguyễn Xuân Hòa,Tiền lương của Tổng Giám đốc và Người quản lý khác > Ông Nguyễn Xuân Hòa,Ông Nguyễn Xuân Hòa,894.877.684,894877684.0
