row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2024 > Giá trị VND,Ngày 31 tháng 12 năm 2024 > Số có khả năng trả nợ VND,Ngày 31 tháng 12 năm 2024 > Tăng VND,Ngày 31 tháng 12 năm 2024 > Giảm VND,Ngày 31 tháng 12 năm 2025 > Giá trị VND,Ngày 31 tháng 12 năm 2025 > Số có khả năng trả nợ VND,numeric__Ngày 31 tháng 12 năm 2024 > Giá trị VND,numeric__Ngày 31 tháng 12 năm 2024 > Số có khả năng trả nợ VND,numeric__Ngày 31 tháng 12 năm 2024 > Tăng VND,numeric__Ngày 31 tháng 12 năm 2024 > Giảm VND,numeric__Ngày 31 tháng 12 năm 2025 > Giá trị VND,numeric__Ngày 31 tháng 12 năm 2025 > Số có khả năng trả nợ VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,
Vay ngân hàng dài hạn đến hạn trả,Ngắn hạn > Vay ngân hàng dài hạn đến hạn trả,Vay ngân hàng dài hạn đến hạn trả,1.677.987.000,1.677.987.000,-,(1.677.987.000),-,-,1677987000.0,1677987000.0,,-1677987000.0,,
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.677.987.000,1.677.987.000,-,(1.677.987.000),-,-,1677987000.0,1677987000.0,,-1677987000.0,,
