row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025,numeric__Ngày 31 tháng 12 năm 2024
300,300,300,C. NỘ PHẢI TRẢ,,225.831.341.082,194.428.398.593,,,225831341082.0,194428398593.0
310,310,310,I. Nợ ngắn hạn,,211.087.327.987,194.428.398.593,,,211087327987.0,194428398593.0
311,311,311,1. Phải trả người bán ngắn hạn,15,18.909.782.604,18.988.014.958,,15.0,18909782604.0,18988014958.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,16,3.989.709.764,5.613.348.278,,16.0,3989709764.0,5613348278.0
314,314,314,3. Phải trả người lao động,17,86.807.227.411,70.508.318.036,,17.0,86807227411.0,70508318036.0
315,315,315,4. Chi phí phải trả ngắn hạn,18,10.478.603.188,3.878.721.945,,18.0,10478603188.0,3878721945.0
318,318,318,5. Doanh thu chưa thực hiện ngắn hạn,19,263.636.364,-,,19.0,263636364.0,
319,319,319,6. Phải trả ngắn hạn khác,20.1,54.030.423.543,73.369.181.111,,201.0,54030423543.0,73369181111.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,22,-,1.677.987.000,,22.0,,1677987000.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",21,36.607.945.113,20.392.827.265,,21.0,36607945113.0,20392827265.0
330,330,330,II. Nợ dài hạn,,14.744.013.095,-,,,14744013095.0,
337,337,337,1. Phải trả dài hạn khác,20.2,14.744.013.095,-,,202.0,14744013095.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,18.530.523.502.870,18.071.260.624.711,,,18530523502870.0,18071260624711.0
410,410,410,I. Vốn chủ sở hữu,23,18.530.523.502.870,18.071.260.624.711,,23.0,18530523502870.0,18071260624711.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thặng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
418,418,418,3. Quỹ đầu tư phát triển,,2.511.359.715.015,2.157.304.870.704,,,2511359715015.0,2157304870704.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.285.477.405.048,1.180.269.371.200,,,1285477405048.0,1180269371200.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,64.186.093,86.556.830,,,64186093.0,86556830.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.285.413.218.955,1.180.182.814.370,,,1285413218955.0,1180182814370.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,18.756.354.843.952,18.265.689.023.304,,,18756354843952.0,18265689023304.0
