row_label_raw,row_label_full,"Cổ tức đã công bố và đã trả trong nămCổ tức trên cổ phiếu phổ thông(cổ tức cho năm 2024: 1.055,1 VND/cổ phiếu, cổ tức cho năm 2023: 1.003,7 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025.","Cổ tức đã công bố và đã trả trong nămCổ tức trên cổ phiếu phổ thông(cổ tức cho năm 2024: 1.055,1 VND/cổ phiếu, cổ tức cho năm 2023: 1.003,7 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025._1","Cho năm tài chính kết thúc ngày 31 tháng 12năm 2025VND > 783.224.748.303 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025.","Cho năm tài chính kết thúc ngày 31 tháng 12năm 2024VND > 745.069.356.247 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025.","numeric__Cổ tức đã công bố và đã trả trong nămCổ tức trên cổ phiếu phổ thông(cổ tức cho năm 2024: 1.055,1 VND/cổ phiếu, cổ tức cho năm 2023: 1.003,7 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025._1","numeric__Cho năm tài chính kết thúc ngày 31 tháng 12năm 2025VND > 783.224.748.303 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025.","numeric__Cho năm tài chính kết thúc ngày 31 tháng 12năm 2024VND > 745.069.356.247 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 ngày 21 tháng 6 năm 2025, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2024 là 10,551% (1.055,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả 783.224.748.303 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2025."
23.5 Cổ phiếu,23.5 Cổ phiếu,23.5 Cổ phiếu,23.5 Cổ phiếu,23.5 Cổ phiếu,23.5 Cổ phiếu,,,
,,,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,,,
,,,Số lượngCổ phiếu,Giá trịVND,Số lượngCổ phiếuGiá trịVND,,,
Cổ phiếu đăng ký phát hành,23.5 Cổ phiếu > Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,23.5 Cổ phiếu > Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,742.322.764742.322.764,7.423.227.640.0007.423.227.640.000,742.322.7647.423.227.640.0007.423.227.640.000,7.423227647423228e+17,7.423227640000742e+25,7.423227647423228e+34
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,23.5 Cổ phiếu > Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,742.322.764742.322.764,7.423.227.640.0007.423.227.640.000,742.322.7647.423.227.640.0007.423.227.640.000,7.423227647423228e+17,7.423227640000742e+25,7.423227647423228e+34
