row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024
01,01,01,1. Doanh thu hoạt động kinh doanh,24,1.826.965.065.396,1.691.959.465.878,,24.0,1826965065396.0,1691959465878.0
11,11,11,2. Chi phí hoạt động kinh doanh,25,(327.019.274.143),(326.492.727.319),,25.0,-327019274143.0,-326492727319.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.499.945.791.253,1.365.466.738.559,,,1499945791253.0,1365466738559.0
26,26,26,4. Chi phí quản lý doanh nghiệp,26,(215.761.759.838),(185.830.435.327),,26.0,-215761759838.0,-185830435327.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.284.184.031.415,1.179.636.303.232,,,1284184031415.0,1179636303232.0
31,31,31,6. Thu nhập khác,,1.410.600.807,690.307.089,,,1410600807.0,690307089.0
32,32,32,7. Chi phí khác,,(181.413.267),(143.795.951),,,-181413267.0,-143795951.0
40,40,40,8. Lợi nhuận khác,,1.229.187.540,546.511.138,,,1229187540.0,546511138.0
50,50,50,9. Tổng lợi nhuận kế toán trước thuế,,1.285.413.218.955,1.180.182.814.370,,,1285413218955.0,1180182814370.0
51,51,51,10. Chi phí thuế TNDN hiện hành,27,-,-,,27.0,,
60,60,60,11. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.285.413.218.955,1.180.182.814.370,,,1285413218955.0,1180182814370.0
