row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025,numeric__Ngày 31 tháng 12 năm 2024
100,100,100,A. TÀI SẢN NGĂN HẠN,,5.211.152.038.018,4.622.673.138.468,,,5211152038018.0,4622673138468.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,77.921.603.736,121.632.333.139,,5.0,77921603736.0,121632333139.0
111,111,111,1. Tiền,,77.921.603.736,71.632.333.139,,,77921603736.0,71632333139.0
112,112,112,2. Các khoản tương đương tiền,,-,50.000.000.000,,,,50000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,3.192.063.124.199,2.665.063.124.199,,,3192063124199.0,2665063124199.0
121,121,121,1. Chứng khoán kinh doanh,6.1,62.063.124.199,62.063.124.199,,61.0,62063124199.0,62063124199.0
123,123,123,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,3.130.000.000.000,2.603.000.000.000,,62.0,3130000000000.0,2603000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,7.1,1.889.768.759.733,1.809.087.200.543,,71.0,1889768759733.0,1809087200543.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,1.886.313.089.914,1.794.993.852.490,,71.0,1886313089914.0,1794993852490.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.1,2.454.704.950,9.090.746.559,,71.0,2454704950.0,9090746559.0
136,136,136,3. Phải thu ngắn hạn khác,7.1.3,1.000.964.869,5.002.601.494,,713.0,1000964869.0,5002601494.0
140,140,140,IV. Hàng tồn kho,8,214.423.700,-,,8.0,214423700.0,
141,141,141,1. Hàng tồn kho,8,214.423.700,-,,8.0,214423700.0,
150,150,150,V. Tài sản ngắn hạn khác,,51.184.126.650,26.890.480.587,,,51184126650.0,26890480587.0
151,151,151,1. Chi phí trả trước ngắn hạn,9,42.179.636.553,22.040.189.531,,9.0,42179636553.0,22040189531.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,16,9.004.490.097,4.799.193.856,,16.0,9004490097.0,4799193856.0
155,155,155,3. Tài sản ngắn hạn khác,,-,51.097.200,,,,51097200.0
200,200,200,B. TÀI SẢN DÀI HẠN,,13.545.202.805.934,13.643.015.884.836,,,13545202805934.0,13643015884836.0
210,210,210,I. Các khoản phải thu dài hạn,7.2,784.180.000,-,,72.0,784180000.0,
216,216,216,1. Phải thu dài hạn khác,,784.180.000,-,,,784180000.0,
220,220,220,II. Tài sản cố định,,395.610.280.665,524.915.242.838,,,395610280665.0,524915242838.0
221,221,221,1. Tài sản cố định hữu hình,10,81.328.830.250,115.858.732.963,,10.0,81328830250.0,115858732963.0
222,222,222,Nguyên giá,,678.805.431.764,679.523.453.628,,,678805431764.0,679523453628.0
223,223,223,Giá trị khấu hao lũy kế,,(597.476.601.514),(563.664.720.665),,,-597476601514.0,-563664720665.0
227,227,227,2. Tài sản cố định vô hình,11,314.281.450.415,409.056.509.875,,11.0,314281450415.0,409056509875.0
228,228,228,Nguyên giá,,823.914.541.952,823.882.924.394,,,823914541952.0,823882924394.0
229,229,229,Giá trị hao mòn lũy kế,,(509.633.091.537),(414.826.414.519),,,-509633091537.0,-414826414519.0
230,230,230,III. Bất động sản đầu tư,12,96.158.294.187,105.715.275.663,,12.0,96158294187.0,105715275663.0
231,231,231,1. Nguyên giá,,238.924.536.904,238.924.536.904,,,238924536904.0,238924536904.0
232,232,232,2. Giá trị hao mòn lũy kế,,(142.766.242.717),(133.209.261.241),,,-142766242717.0,-133209261241.0
240,240,240,IV. Tài sản dở dang dài hạn,,27.034.765.884,25.988.694.226,,,27034765884.0,25988694226.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,27.034.765.884,25.988.694.226,,13.0,27034765884.0,25988694226.0
250,250,250,V. Đầu tư tài chính dài hạn,,13.008.304.342.720,12.975.695.039.458,,,13008304342720.0,12975695039458.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,10.352.286.148.720,10.352.286.148.720,,63.0,10352286148720.0,10352286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.138.200.000.000,,63.0,2138200000000.0,2138200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,517.818.194.000,521.335.637.261,,63.0,517818194000.0,521335637261.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,-,(36.126.746.523),,,,-36126746523.0
260,260,260,VI. Tài sản dài hạn khác,,17.310.942.478,10.701.632.651,,,17310942478.0,10701632651.0
261,261,261,1. Chi phí trả trước dài hạn,9,17.310.942.478,10.701.632.651,,9.0,17310942478.0,10701632651.0
270,270,270,TỔNG CỘNG TÀI SẢN,,18.756.354.843.952,18.265.689.023.304,,,18756354843952.0,18265689023304.0
