row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2025 VND,Ngày 31 tháng 12 năm 2024 VND,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025 VND,numeric__Ngày 31 tháng 12 năm 2024 VND
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,
Phải thu từ hoạt động đầu tư,Phải thu ngắn hạn của khách hàng > Phải thu từ hoạt động đầu tư,Phải thu từ hoạt động đầu tư,7.1.1,1.809.380.391.769,1.731.539.104.108,711.0,1809380391769.0,1731539104108.0
Phải thu từ các hoạt động khác,Phải thu ngắn hạn của khách hàng > Phải thu từ các hoạt động khác,Phải thu từ các hoạt động khác,7.1.2,76.932.698.145,63.454.748.382,712.0,76932698145.0,63454748382.0
,,,,1.886.313.089.914,1.794.993.852.490,,1886313089914.0,1794993852490.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,
Công ty Cổ phần Phát triển Xây dựng và Đầu tư Thương mại An Phát,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Phát triển Xây dựng và Đầu tư Thương mại An Phát,Công ty Cổ phần Phát triển Xây dựng và Đầu tư Thương mại An Phát,,-,5.089.013.130,,,5089013130.0
Công ty Cổ phần Tư vấn môi trường TNT,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Tư vấn môi trường TNT,Công ty Cổ phần Tư vấn môi trường TNT,,324.216.000,324.216.000,,324216000.0,324216000.0
Công ty Cổ phần Beau Việt NamBVSC,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Beau Việt NamBVSC,Công ty Cổ phần Beau Việt NamBVSC,,245.000.000,245.000.000,,245000000.0,245000000.0
Công ty Cổ phần Beau Việt NamBVSC,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Beau Việt NamBVSC,Công ty Cổ phần Beau Việt NamBVSC,,50.000.000,50.000.000,,50000000.0,50000000.0
Trả trước cho người bán ngắn hạn khác,Trả trước cho người bán ngắn hạn > Trả trước cho người bán ngắn hạn khác,Trả trước cho người bán ngắn hạn khác,,1.835.488.950,3.382.517.429,,1835488950.0,3382517429.0
,,,,2.454.704.950,9.090.746.559,,2454704950.0,9090746559.0
Phải thu ngắn hạn khác,Trả trước cho người bán ngắn hạn > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,7.1.3,1.000.964.869,5.002.601.494,713.0,1000964869.0,5002601494.0
TỔNG CỘNG,Trả trước cho người bán ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,1.889.768.759.733,1.809.087.200.543,,1889768759733.0,1809087200543.0
