row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2025VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2025VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND
Chi phí hoạt động tài chính,Chi phí hoạt động tài chính,Chi phí hoạt động tài chính,(37.773.380.502),(4.154.176.695),-37773380502.0,-4154176695.0
- Hoàn nhập dự phòng giảm giá đầu tư,- Hoàn nhập dự phòng giảm giá đầu tư,- Hoàn nhập dự phòng giảm giá đầu tư,(38.115.635.517),(4.529.167.223),-38115635517.0,-4529167223.0
- Chi phí lãi vay và chi phí tài chính khác,- Chi phí lãi vay và chi phí tài chính khác,- Chi phí lãi vay và chi phí tài chính khác,342.255.015,374.990.528,342255015.0,374990528.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,89.390.956.231,81.880.633.230,89390956231.0,81880633230.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,124.835.056.053,117.958.998.814,124835056053.0,117958998814.0
Chi phí mua ngoài hoạt động CNTT,Chi phí mua ngoài hoạt động CNTT,Chi phí mua ngoài hoạt động CNTT,94.145.638.169,79.037.789.858,94145638169.0,79037789858.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,5.790.741.600,9.967.278.849,5790741600.0,9967278849.0
Chi phí đào tạo,Chi phí đào tạo,Chi phí đào tạo,3.232.575.478,1.646.709.119,3232575478.0,1646709119.0
Chi phí quản lý tòa nhà,Chi phí quản lý tòa nhà,Chi phí quản lý tòa nhà,3.248.301.524,3.455.887.614,3248301524.0,3455887614.0
Chi khác,Chi khác,Chi khác,44.149.385.590,36.699.606.530,44149385590.0,36699606530.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,327.019.274.143,326.492.727.319,327019274143.0,326492727319.0
