row_label_raw,row_label_full,Tên đơn vị,Địa chỉ,Hoạt động chính,numeric__Địa chỉ,numeric__Hoạt động chính
Trung tâm Đào tạo Bảo Việt,Trung tâm Đào tạo Bảo Việt,Trung tâm Đào tạo Bảo Việt,"8 Lê Thái Tổ, Phường Hoàn Kiểm, Hà Nội",Dịch vụ đào tạo,,
Chi nhánh Trung tâm Công nghệ Thông tin Tập đoàn Bảo Việt,Chi nhánh Trung tâm Công nghệ Thông tin Tập đoàn Bảo Việt,Chi nhánh Trung tâm Công nghệ Thông tin Tập đoàn Bảo Việt,"71 Ngô Sỹ Liên, phường Văn Miếu – Quốc Tử Giám, Hà Nội","Cung cấp dịch vụ công nghệ thông tin, bán buôn phần mềm và phần cứng",,
