row_label_raw,row_label_full,"Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31 tháng 12 năm 2025 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 161.063.124.199 > 309.768.711.600 > (11.401.740.392),HNX > 69.901.560.000 > 373.699.655.000 > (7.093.607.225),Tổng cộng > 230.964.684.199 > 683.468.366.600 > (18.495.347.617),numeric__HOSE > 161.063.124.199 > 309.768.711.600 > (11.401.740.392),numeric__HNX > 69.901.560.000 > 373.699.655.000 > (7.093.607.225),numeric__Tổng cộng > 230.964.684.199 > 683.468.366.600 > (18.495.347.617)
Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),-,-,-,,,
"VaR (95%, 1 tuần)","Mức độ đa dạng hóa VaR (95%) > VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(25.495.066.578),(15.861.787.962),(41.356.854.540),-25495066578.0,-15861787962.0,-41356854540.0
"VaR (95%, 1 tháng)","Mức độ đa dạng hóa VaR (95%) > VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(53.478.902.824),(33.271.967.124),(86.750.869.948),-53478902824.0,-33271967124.0,-86750869948.0
"VaR (95%, 1 năm)","Mức độ đa dạng hóa VaR (95%) > VaR (95%, 1 năm)","VaR (95%, 1 năm)",(180.997.017.542),(112.607.523.701),(293.604.541.243),-180997017542.0,-112607523701.0,-293604541243.0
