row_label_raw,row_label_full,col_0,Chưa quá hạn và không giám giá trị,Quá hạn nhưng không giám giá trị riêng lẻ,Bị giảm giá trị riêng lẻ (*),Đơn vị tính: VND Tổng cộng,numeric__Chưa quá hạn và không giám giá trị,numeric__Quá hạn nhưng không giám giá trị riêng lẻ,numeric__Bị giảm giá trị riêng lẻ (*),numeric__Đơn vị tính: VND Tổng cộng
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,77.921.603.736,-,-,77.921.603.736,77921603736.0,,,77921603736.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,3.200.438.487.669,-,-,3.200.438.487.669,3200438487669.0,,,3200438487669.0
- Hợp đồng tiền gửi,- Hợp đồng tiền gửi,- Hợp đồng tiền gửi,3.200.438.487.669,-,-,3.200.438.487.669,3200438487669.0,,,3200438487669.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,1.816.784.029.322,-,-,1.816.784.029.322,1816784029322.0,,,1816784029322.0
- Phải thu từ các bên liên quan,- Phải thu từ các bên liên quan,- Phải thu từ các bên liên quan,76.762.698.145,-,-,76.762.698.145,76762698145.0,,,76762698145.0
- Phải thu cổ tức và lợi nhuận,- Phải thu cổ tức và lợi nhuận,- Phải thu cổ tức và lợi nhuận,1.738.941.904.100,-,-,1.738.941.904.100,1738941904100.0,,,1738941904100.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,1.079.427.077,-,-,1.079.427.077,1079427077.0,,,1079427077.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.095.144.120.727,-,-,5.095.144.120.727,5095144120727.0,,,5095144120727.0
