row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Ngày 31 tháng 12năm 2025VND,Ngày 31 tháng 12năm 2024VND,numeric__Phải thu/(phải trả),numeric__Ngày 31 tháng 12năm 2025VND,numeric__Ngày 31 tháng 12năm 2024VND
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,Phải trả tiền đặt cọc thuêvăn phòng,(44.748.000),(44.748.000),,-44748000.0,-44748000.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu về lợi nhuận,1.525.809.904.100,1.426.198.904.100,,1525809904100.0,1426198904100.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu chỉ phí CNTT,59.698.040.542,46.620.337.243,,59698040542.0,46620337243.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả An sinh xã hội,(1.260.000.000),(3.100.000.000),,-1260000000.0,-3100000000.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu tiền thuê văn phòng,-,214.293.200,,,214293200.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả tiền đặt cọc thuê văn phòng,(257.970.451),(472.263.651),,-257970451.0,-472263651.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả khác,(1.925.880.108),-,,-1925880108.0,
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu về lợi nhuận,105.219.000.000,170.993.000.000,,105219000000.0,170993000000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu chỉ phí CNTT,11.817.653.276,14.694.379.307,,11817653276.0,14694379307.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả An sinh xã hội,(1.160.000.000),(2.000.000.000),,-1160000000.0,-2000000000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu tiền đặt cọc thuêvăn phòng,678.580.000,678.580.000,,678580000.0,678580000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả tiền đặt cọc thuêvăn phòng,(1.165.021.600),(743.396.000),,-1165021600.0,-743396000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu tiền thuê văn phòng,471.988.933,-,,471988933.0,
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả khác,(647.894.971),-,,-647894971.0,
BVF,Công ty con > BVF,BVF,Phải thu về lợi nhuận,73.583.000.000,66.695.000.000,,73583000000.0,66695000000.0
BVF,Công ty con > BVF,BVF,Phải thu chỉ phí CNTT,317.668.388,405.297.545,,317668388.0,405297545.0
BVF,Công ty con > BVF,BVF,Phải thu An sinh xã hội,-,2.920.000.000,,,2920000000.0
BVF,Công ty con > BVF,BVF,Phải trả tiền đặt cọc thuêvăn phòng,-,(372.402.800),,,-372402800.0
BVIF,Công ty con > BVIF,BVIF,Phải thu cổ tức,21.000.000.000,35.700.000.000,,21000000000.0,35700000000.0
