row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2025VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2025VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,76.797.028.290,69.609.206.120,76797028290.0,69609206120.0
Chi phí vật liệu quản lý và đồ dùngvăn phòng,Chi phí vật liệu quản lý và đồ dùngvăn phòng,Chi phí vật liệu quản lý và đồ dùngvăn phòng,2.544.703.195,1.134.510.427,2544703195.0,1134510427.0
Chi phí khấu hao và hao mòn tài sảncó định,Chi phí khấu hao và hao mòn tài sảncó định,Chi phí khấu hao và hao mòn tài sảncó định,14.442.767.790,20.131.004.938,14442767790.0,20131004938.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",172.731.658,248.786.523,172731658.0,248786523.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,2.385.431.741,1.999.215.271,2385431741.0,1999215271.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,4.924.342.544,4.057.451.440,4924342544.0,4057451440.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,63.740.255.500,46.083.148.380,63740255500.0,46083148380.0
"- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo",12.063.951.197,8.211.300.407,12063951197.0,8211300407.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,8.811.080.960,761.020.920,8811080960.0,761020920.0
- Chi khác,- Chi khác,- Chi khác,42.865.223.343,37.110.827.053,42865223343.0,37110827053.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,50.754.499.120,42.567.112.228,50754499120.0,42567112228.0
"- Các khoản trích theo lương, công tácphí","- Các khoản trích theo lương, công tácphí","- Các khoản trích theo lương, công tácphí",19.858.357.528,17.900.026.456,19858357528.0,17900026456.0
- Chi đào tạo,- Chi đào tạo,- Chi đào tạo,320.166.531,251.945.592,320166531.0,251945592.0
"- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế",1.600.000.000,1.630.000.000,1600000000.0,1630000000.0
"- Chi bảo hiểm con người, bảo hiểm tàisản","- Chi bảo hiểm con người, bảo hiểm tàisản","- Chi bảo hiểm con người, bảo hiểm tàisản",7.632.016.316,6.718.227.210,7632016316.0,6718227210.0
- Chi khác,- Chi khác,- Chi khác,21.343.958.745,16.066.912.970,21343958745.0,16066912970.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,215.761.759.838,185.830.435.327,215761759838.0,185830435327.0
