row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
200,200,200,TÀI SẢN DÀI HẠN,,5.993.832.023.391,5.572.826.698.456,,,5993832023391.0,5572826698456.0
210,210,210,Các khoản phải thu dài hạn,,25.783.175.551,573.204.382,,,25783175551.0,573204382.0
216,216,216,Phải thu dài hạn khác,9(b),26.511.459.351,1.264.387.882,,,26511459351.0,1264387882.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,10,(728.283.800),(691.183.500),,10.0,-728283800.0,-691183500.0
220,220,220,Tài sản cố định,,5.374.793.361.158,5.258.943.513.481,,,5374793361158.0,5258943513481.0
221,221,221,Tài sản cố định hữu hình,13(a),5.330.215.557.752,5.239.715.688.579,,,5330215557752.0,5239715688579.0
222,222,222,Nguyên giá,,6.564.361.478.067,6.139.920.226.003,,,6564361478067.0,6139920226003.0
223,223,223,Giá trị khấu hao lũy kế,,(1.234.145.920.315),(900.204.537.424),,,-1234145920315.0,-900204537424.0
224,224,224,Tài sản cố định thuê tài chính,13(b),27.831.887.192,-,,,27831887192.0,
225,225,225,Nguyên giá,,28.086.588.959,-,,,28086588959.0,
226,226,226,Giá trị khấu hao lũy kế,,(254.701.767),-,,,-254701767.0,
227,227,227,Tài sản cố định vô hình,13(c),16.745.916.214,19.227.824.902,,,16745916214.0,19227824902.0
228,228,228,Nguyên giá,,21.320.599.372,21.138.099.372,,,21320599372.0,21138099372.0
229,229,229,Giá trị khấu hao lũy kế,,(4.574.683.158),(1.910.274.470),,,-4574683158.0,-1910274470.0
240,240,240,Tài sản dở dang dài hạn,,541.416.894.763,262.815.515.612,,,541416894763.0,262815515612.0
242,242,242,Chi phí xây dựng cơ bản dở dang,14,541.416.894.763,262.815.515.612,,14.0,541416894763.0,262815515612.0
250,250,250,Đầu tư tài chính dài hạn,,-,2.600.000.000,,,,2600000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,-,2.600.000.000,,,,2600000000.0
260,260,260,Tài sản dài hạn khác,,51.838.591.919,47.894.464.981,,,51838591919.0,47894464981.0
261,261,261,Chi phí trả trước dài hạn,12(b),40.515.271.615,35.277.229.931,,,40515271615.0,35277229931.0
262,262,262,Tài sản thuế thu nhập hoãn lại,24,6.994.352.293,6.488.769.008,,24.0,6994352293.0,6488769008.0
269,269,269,Lợi thế thương mại,15,4.328.968.011,6.128.466.042,,15.0,4328968011.0,6128466042.0
270,270,270,TỔNG TÀI SẢN,,7.773.108.134.302,6.763.219.423.786,,,7773108134302.0,6763219423786.0
