row_label_raw,row_label_full,col_0,Tại ngàyđầu nămVND,Số phải nộptrong nămVND,Số đã thựcnộp trong nămVND,Cán trừ/phânloại lại trong nămVND,Giảm do báncông ty conVND,Tại ngàycuối nămVND,numeric__Tại ngàyđầu nămVND,numeric__Số phải nộptrong nămVND,numeric__Số đã thựcnộp trong nămVND,numeric__Cán trừ/phânloại lại trong nămVND,numeric__Giảm do báncông ty conVND,numeric__Tại ngàycuối nămVND
Thuế GTGT,Thuế GTGT,Thuế GTGT,2.080.592.629,171.170.165.389,(60.204.224.356),(92.934.309.615),(16.102.437),20.096.121.610,2080592629.0,171170165389.0,-60204224356.0,-92934309615.0,-16102437.0,20096121610.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,6.561.249.046,14.128.972.505,(11.277.867.934),(33.366.399),-,9.378.987.218,6561249046.0,14128972505.0,-11277867934.0,-33366399.0,,9378987218.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.481.300.697,9.587.238.018,(9.439.268.690),(17.869.884),(2.616.190),2.608.783.951,2481300697.0,9587238018.0,-9439268690.0,-17869884.0,-2616190.0,2608783951.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,2.260.811.034,29.076.352.831,(26.956.698.254),-,(17.424.590),4.363.041.021,2260811034.0,29076352831.0,-26956698254.0,,-17424590.0,4363041021.0
Khác,Khác,Khác,2.547.735.028,5.868.762.538,(7.175.222.949),-,-,1.241.274.617,2547735028.0,5868762538.0,-7175222949.0,,,1241274617.0
,,,15.931.688.434,229.831.491.281,(115.053.282.183),(92.985.545.898),(36.143.217),37.688.208.417,15931688434.0,229831491281.0,-115053282183.0,-92985545898.0,-36143217.0,37688208417.0
