row_label_raw,row_label_full,Phải thu ngắn hạn của khách hàng (Thuyết minh 6),Số cuối năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh 6),Số đầu năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh 6),numeric__Số cuối năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh 6),numeric__Số đầu năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh 6)
Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,80.701.629.284,40.627.304.642,80701629284.0,40627304642.0
Công ty Cổ Phần Xây dựng và Kết cấu Thép Đại Tín,Công ty Cổ Phần Xây dựng và Kết cấu Thép Đại Tín,Công ty Cổ Phần Xây dựng và Kết cấu Thép Đại Tín,40.853.051.200,-,40853051200.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,31.636.370.217,27.805.335.186,31636370217.0,27805335186.0
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,5.500.469.721,-,5500469721.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,-,2.592.325.483,,2592325483.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,-,136.395.000,,136395000.0
Công ty TNHH Một thành viên Nhiệt điện Ninh Hòa,Công ty TNHH Một thành viên Nhiệt điện Ninh Hòa,Công ty TNHH Một thành viên Nhiệt điện Ninh Hòa,23.148.264,223.325.458,23148264.0,223325458.0
Công ty TNHH Một thành viên Đường Biên Hòa - Ninh Hòa,Công ty TNHH Một thành viên Đường Biên Hòa - Ninh Hòa,Công ty TNHH Một thành viên Đường Biên Hòa - Ninh Hòa,130.865.799,13.861.172,130865799.0,13861172.0
,,,158.845.534.485,71.398.546.941,158845534485.0,71398546941.0
