row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Số cổ phiếu phổ thông,%,Số cổ phiếu phổ thông,%,,,,
AVH Pte. Ltd.,AVH Pte. Ltd.,AVH Pte. Ltd.,55.305.970,"20,39",39.057.174,"19,16",55305970.0,20.39,39057174.0,19.16
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,49.139.903,"18,12",36.947.296,"18,12",49139903.0,18.12,36947296.0,18.12
International Finance Corporation,International Finance Corporation,International Finance Corporation,37.924.393,"13,99",28.514.582,"13,99",37924393.0,13.99,28514582.0,13.99
Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,29.323.026,"10,81",39.280.580,"19,27",29323026.0,10.81,39280580.0,19.27
Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,19.820.145,"7,31",-,-,19820145.0,7.31,,
Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,11.846.310,"4,37",8.907.000,"4,37",11846310.0,4.37,8907000.0,4.37
Ông Đặng Văn Thành,Ông Đặng Văn Thành,Ông Đặng Văn Thành,10.588.141,"3,90",-,-,10588141.0,3.9,,
Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,6.650.000,"2,45",5.000.000,"2,45",6650000.0,2.45,5000000.0,2.45
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,50.577.300,"18,66",46.185.045,"22,65",50577300.0,18.66,46185045.0,22.65
,,,271.175.188,"100,0",203.891.677,"100,0",271175188.0,100.0,203891677.0,100.0
