row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,1.494.522.681.791,1.159.374.278.952,,,1494522681791.0,1159374278952.0
02,02,02,Các khoản giảm trừ doanh thu,,1.199.328.000,-,,,1199328000.0,
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 -02),29,1.493.323.353.791,1.159.374.278.952,,29.0,1493323353791.0,1159374278952.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,30,732.667.176.739,509.711.047.062,,30.0,732667176739.0,509711047062.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,760.656.177.052,649.663.231.890,,,760656177052.0,649663231890.0
21,21,21,Doanh thu hoạt động tài chính,31,30.534.655.288,24.241.133.071,,31.0,30534655288.0,24241133071.0
22,22,22,Chi phí tài chính,32,371.239.616.425,257.818.850.423,,32.0,371239616425.0,257818850423.0
23,23,23,- Trong đó: Chi phí lãi vay,32,354.411.196.128,244.931.515.892,,32.0,354411196128.0,244931515892.0
25,25,25,Chi phí bán hàng,,1.699.625.268,624.900.198,,,1699625268.0,624900198.0
26,26,26,Chi phí quản lý doanh nghiệp,33,114.323.940.038,111.170.664.590,,33.0,114323940038.0,111170664590.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 21 - 22 - 25 - 26),,303.927.650.609,304.289.949.750,,,303927650609.0,304289949750.0
31,31,31,Thu nhập khác,,5.833.789.856,972.920.848,,,5833789856.0,972920848.0
32,32,32,Chi phí khác,,1.175.195.994,1.315.105.672,,,1175195994.0,1315105672.0
40,40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),,4.658.593.862,(342.184.824),,,4658593862.0,-342184824.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,308.586.244.471,303.947.764.926,,,308586244471.0,303947764926.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",34,14.128.972.505,13.686.317.528,,34.0,14128972505.0,13686317528.0
52,52,52,Thu nhập thuế TNDN hoãn lại,34,(505.583.285),(254.299.999),,34.0,-505583285.0,-254299999.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,294.962.855.251,290.515.747.397,,,294962855251.0,290515747397.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế TNDN của Công ty mẹ,,257.355.412.178,250.999.983.798,,,257355412178.0,250999983798.0
62,62,62,Lợi nhuận sau thuế TNDN của cổ đông không kiểm soát,,37.607.443.073,39.515.763.599,,,37607443073.0,39515763599.0
