row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGĂN HẠN,,1.779.276.110.911,1.190.392.725.330,,,1779276110911.0,1190392725330.0
110,110,110,Tiền và các khoản tương đương tiền,4,135.405.178.447,105.369.786.743,,4.0,135405178447.0,105369786743.0
111,111,111,Tiền,,69.739.178.447,41.394.120.296,,,69739178447.0,41394120296.0
112,112,112,Các khoản tương đương tiền,,65.666.000.000,63.975.666.447,,,65666000000.0,63975666447.0
120,120,120,Đầu tư tài chính ngắn hạn,,-,12.000.000.000,,,,12000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5,-,12.000.000.000,,5.0,,12000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,1.434.320.814.289,688.223.591.129,,,1434320814289.0,688223591129.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,321.098.794.534,213.458.474.069,,6.0,321098794534.0,213458474069.0
132,132,132,Trả trước cho người bán ngắn hạn,7,466.162.375.770,74.261.127.861,,7.0,466162375770.0,74261127861.0
135,135,135,Phải thu về cho vay ngắn hạn,8,144.200.397.839,157.900.000.000,,8.0,144200397839.0,157900000000.0
136,136,136,Phải thu ngắn hạn khác,9(a),503.133.564.435,243.109.307.488,,,503133564435.0,243109307488.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(280.028.312),(511.028.312),,10.0,-280028312.0,-511028312.0
139,139,139,Tài sản thiếu chờ xử lý,,5.710.023,5.710.023,,,5710023.0,5710023.0
140,140,140,Hàng tồn kho,,151.972.986.314,314.266.073.214,,,151972986314.0,314266073214.0
141,141,141,Hàng tồn kho,11,151.972.986.314,314.266.073.214,,11.0,151972986314.0,314266073214.0
150,150,150,Tài sản ngắn hạn khác,,57.577.131.861,70.533.274.244,,,57577131861.0,70533274244.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),7.107.451.871,4.016.324.932,,,7107451871.0,4016324932.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",,49.814.446.416,65.908.880.789,,,49814446416.0,65908880789.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,640.233.574,608.068.523,,,640233574.0,608068523.0
155,155,155,Tài sản ngắn hạn khác,,15.000.000,-,,,15000000.0,
