row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Phân loại lại VND,Giảm do bán công ty con VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Phân loại lại VND,numeric__Giảm do bán công ty con VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),2.858.081.146.993,616.152.959.519,(450.855.029.436),(282.018.000.000),(2.665.000.000),2.738.696.077.076,2858081146993.0,616152959519.0,-450855029436.0,-282018000000.0,-2665000000.0,2738696077076.0
Phát hành trái phiếu (**),Phát hành trái phiếu (**),Phát hành trái phiếu (**),489.000.000.000,200.000.000.000,(3.000.000.000),(231.000.000.000),-,455.000.000.000,489000000000.0,200000000000.0,-3000000000.0,-231000000000.0,,455000000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(3.976.983.338),(2.600.000.000),1.838.705.559,-,-,(4.738.277.779),-3976983338.0,-2600000000.0,1838705559.0,,,-4738277779.0
Nợ thuê tài chính (***),Nợ thuê tài chính (***),Nợ thuê tài chính (***),-,14.758.310.957,(624.585.807),(2.528.769.444),-,11.604.955.706,,14758310957.0,-624585807.0,-2528769444.0,,11604955706.0
Khác,Khác,Khác,38.439.999,-,(14.160.000),-,-,24.279.999,38439999.0,,-14160000.0,,,24279999.0
,,,3.343.142.603.654,828.311.270.476,(452.655.069.684),(515.546.769.444),(2.665.000.000),3.200.587.035.002,3343142603654.0,828311270476.0,-452655069684.0,-515546769444.0,-2665000000.0,3200587035002.0
