row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chính cho các khoản:,,135.545.000.335,165.121.320.730,,,135545000335.0,165121320730.0
01,01,01,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chính cho các khoản:,,135.545.000.335,165.121.320.730,,,135545000335.0,165121320730.0
02,02,02,Khấu hao tài sản cố định hữu hình vàbất động sản đầu tư và hao mòn tàisản cố định vô dính,"13, 14,15, 16",60.705.851.488,60.970.141.248,,,60705851488.0,60970141248.0
03,03,03,Các khoản dự phòng,,71.554.342.625,45.824.025.000,,,71554342625.0,45824025000.0
04,04,04,Lỗ chênh lệch tỷ giá hồi doái do đánhgiá lại các khoản mục tiên tệ có gốcngoại tệ,,553.925.308,319.275.693,,,553925308.0,319275693.0
05,05,05,Lãi từ hoạt động đầu tư,,(163.109.924.692),(118.846.780.274),,,-163109924692.0,-118846780274.0
06,06,06,Chi phí lãi vay,28,87.508.750.221,139.757.724.421,,28.0,87508750221.0,139757724421.0
08,08,08,Lợi nhuận từ hoạt động kinh doanhtrước thay đổi vốn lưu động,,192.757.945.285,293.145.706.818,,,192757945285.0,293145706818.0
09,09,09,Tăng các khoản phải thu,,(125.982.058.958),(101.768.193.364),,,-125982058958.0,-101768193364.0
10,10,10,Giảm (tăng) hàng tồn kho,,68.646.169.450,(234.948.378.305),,,68646169450.0,-234948378305.0
11,11,11,Tăng các khoản phải trả,,1.131.036.874.992,242.038.964.080,,,1131036874992.0,242038964080.0
12,12,12,Giảm (tăng) chi phí trả trước,,28.206.126.535,(8.634.112.703),,,28206126535.0,-8634112703.0
13,13,13,Giảm các khoản chứng khoànkinh doanh,,47.580.683.590,190.617.144.078,,,47580683590.0,190617144078.0
14,14,14,Tiền lãi vay đã trả,,(107.086.037.202),(133.311.287.753),,,-107086037202.0,-133311287753.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(36.696.240.069),(18.832.934.182),,,-36696240069.0,-18832934182.0
17,17,17,Tiền chỉ khác cho hoạt độngkinh doanh,,(5.698.678.692),(11.201.993.735),,,-5698678692.0,-11201993735.0
20,20,20,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,,1.192.764.784.931,217.104.914.934,,,1192764784931.0,217104914934.0
,,,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chỉ đề mua sắm tài sản cố định,,(13.913.069.282),(29.368.028.346),,,-13913069282.0,-29368028346.0
22,22,22,Tiền thu do thanh lý tài sản cố địnhvà các tài sản dài hạn khác,,285.000.000,20.030.000.000,,,285000000.0,20030000000.0
23,23,23,Tiền chi cho vay,,(142.306.490.621),(29.010.000.000),,,-142306490621.0,-29010000000.0
24,24,24,Tiền thu hồi cho vay,,34.450.000.000,2.960.000.000,,,34450000000.0,2960000000.0
25,25,25,Tiền chi đầu tư góp vốn vàođơn vị khác,,(75.152.400.000),(569.462.329.378),,,-75152400000.0,-569462329378.0
26,26,26,Tiền thu hồi đầu tư góp vốn vàođơn vị khác,,250.000.000.192,111.414.885.800,,,250000000192.0,111414885800.0
27,27,27,"Tiền thu lãi cho vay, cổ tức được chia",,20.443.766.176,32.348.698.193,,,20443766176.0,32348698193.0
30,30,30,Lưu chuyển tiền thuần từ (sử dụngvào) hoạt động đầu tư,,73.806.806.465,(461.086.773.731),,,73806806465.0,-461086773731.0
