row_label_raw,row_label_full,Số đầu năm > Phần lợi nhuận từ các công ty liên kết trong năm > Cổ tức được chia trong năm,20.307.177.335 > 18.483.893.790 > (20.693.655.000),numeric__20.307.177.335 > 18.483.893.790 > (20.693.655.000)
Giảm khác,Giảm khác,Giảm khác,1.636.800.000,1636800000.0
Số cuối năm,Số cuối năm,Số cuối năm,19.734.216.125,19734216125.0
