row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,135.545.000.335,165.121.320.730,135545000335.0,165121320730.0
Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,27.109.000.067,33.024.264.146,27109000067.0,33024264146.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,12.950.464.914,21.686.218.378,12950464914.0,21686218378.0
Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,Các khoản điều chỉnh: > Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,1.138.200.232,1.681.438.085,1138200232.0,1681438085.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,67.502.676,-,67502676.0,
Cổ tức nhận được,Các khoản điều chỉnh: > Cổ tức nhận được,Cổ tức nhận được,(1.900.400.000),(1.326.768.860),-1900400000.0,-1326768860.0
Lợi nhuận từ công ty liên kết,Các khoản điều chỉnh: > Lợi nhuận từ công ty liên kết,Lợi nhuận từ công ty liên kết,(3.696.778.758),(4.067.917.478),-3696778758.0,-4067917478.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(1.512.784.520),(3.086.061.133),-1512784520.0,-3086061133.0
Điều chỉnh hợp nhất do thanh lý khoản đầu tư,Các khoản điều chỉnh: > Điều chỉnh hợp nhất do thanh lý khoản đầu tư,Điều chỉnh hợp nhất do thanh lý khoản đầu tư,-,2.246.758.356,,2246758356.0
Chỉ phí thuế TNDN,Các khoản điều chỉnh: > Chỉ phí thuế TNDN,Chỉ phí thuế TNDN,34.155.204.611,50.157.931.494,34155204611.0,50157931494.0
