row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,,
Số đầu năm,Vốn đầu tư đã góp của chủ sở hữu > Số đầu năm,Số đầu năm,2.490.362.630.000,2.417.857.030.000,2490362630000.0,2417857030000.0
Cổ tức bằng cổ phiếu,Vốn đầu tư đã góp của chủ sở hữu > Cổ tức bằng cổ phiếu,Cổ tức bằng cổ phiếu,74.682.770.000,72.505.600.000,74682770000.0,72505600000.0
Số cuối năm,Vốn đầu tư đã góp của chủ sở hữu > Số cuối năm,Số cuối năm,2.565.045.400.000,2.490.362.630.000,2565045400000.0,2490362630000.0
Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,Cổ tức đã trả trong năm,,
Cổ tức đã trả cho cổ đông không kiểm soát,Cổ tức đã trả trong năm > Cổ tức đã trả cho cổ đông không kiểm soát,Cổ tức đã trả cho cổ đông không kiểm soát,7.200.220.724,5.045.861.515,7200220724.0,5045861515.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,,
,,,Số cuối năm,Số đầu năm,,
,,,Số cổ phiếu,Số cổ phiếu,,
Cổ phiếu được phép phát hành,Cổ phiếu phổ thông > Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,256.504.540,249.036.263,256504540.0,249036263.0
Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,,
Cổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủ > Cổ phiếu phổ thông,Cổ phiếu phổ thông,256.504.540,249.036.263,256504540.0,249036263.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,,
Cổ phiếu phổ thông,Cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,256.504.540,249.036.263,256504540.0,249036263.0
