row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,2.910.460.763.093,2.680.177.956.767,,261.0,2910460763093.0,2680177956767.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,(56.710.096.401),(10.449.144.792),,261.0,-56710096401.0,-10449144792.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,2.853.750.666.692,2.669.728.811.975,,261.0,2853750666692.0,2669728811975.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(2.551.522.418.405),(2.262.923.870.539),,27.0,-2551522418405.0,-2262923870539.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,302.228.248.287,406.804.941.436,,,302228248287.0,406804941436.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,178.310.700.135,155.119.005.250,,262.0,178310700135.0,155119005250.0
22,22,22,7. Chi phí tài chính,28,(206.515.773.144),(224.660.986.336),,28.0,-206515773144.0,-224660986336.0
23,23,23,Trong đó: Chi phí lãi vay,,(87.508.750.221),(139.757.724.421),,,-87508750221.0,-139757724421.0
24,24,24,8. Phần lãi trong công ty liên kết,,18.483.893.790,20.339.587.391,,,18483893790.0,20339587391.0
25,25,25,9. Chi phí bán hàng,29,(73.720.774.304),(107.965.495.254),,29.0,-73720774304.0,-107965495254.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,(89.083.079.317),(83.165.729.945),,29.0,-89083079317.0,-83165729945.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,129.703.215.447,166.471.322.542,,,129703215447.0,166471322542.0
31,31,31,12. Thu nhập khác,30,11.056.586.857,2.616.282.576,,30.0,11056586857.0,2616282576.0
32,32,32,13. Chi phí khác,30,(5.214.801.969),(3.966.284.388),,30.0,-5214801969.0,-3966284388.0
40,40,40,14. Lợi nhuận (lỗ) khác,,5.841.784.888,(1.350.001.812),,,5841784888.0,-1350001812.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,135.545.000.335,165.121.320.730,,,135545000335.0,165121320730.0
51,51,51,16. Chi phí thuế TNDN hiện hành,31.1,(31.626.221.951),(43.220.410.304),,311.0,-31626221951.0,-43220410304.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,31.3,(2.528.982.660),(6.937.521.190),,313.0,-2528982660.0,-6937521190.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,101.389.795.724,114.963.389.236,,,101389795724.0,114963389236.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,80.031.076.290,99.106.482.347,,,80031076290.0,99106482347.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,21.358.719.434,15.856.906.889,,,21358719434.0,15856906889.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,25.4,309,383,,254.0,309.0,383.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,25.4,309,383,,254.0,309.0,383.0
