row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Nhận vốn góp HĐHTĐT (*),Nhận vốn góp HĐHTĐT (*),Nhận vốn góp HĐHTĐT (*),832.500.000.000,80.000.000.000,832500000000.0,80000000000.0
Phải trả Upas L/C,Phải trả Upas L/C,Phải trả Upas L/C,413.600.189.861,59.318.779.968,413600189861.0,59318779968.0
Chi phí lãi từ HĐHTĐT,Chi phí lãi từ HĐHTĐT,Chi phí lãi từ HĐHTĐT,40.852.554.794,-,40852554794.0,
Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,19.475.868.408,13.031.047.889,19475868408.0,13031047889.0
"Nhân ký quỹ, ký cược ngắn hạn","Nhân ký quỹ, ký cược ngắn hạn","Nhân ký quỹ, ký cược ngắn hạn",9.877.159.863,7.414.258.433,9877159863.0,7414258433.0
Ký quỹ để chuyển nhượng khoản đầu tư,Ký quỹ để chuyển nhượng khoản đầu tư,Ký quỹ để chuyển nhượng khoản đầu tư,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Cổ tức,Cổ tức,Cổ tức,3.209.531.029,1.418.331.049,3209531029.0,1418331049.0
Khác,Khác,Khác,8.459.610.263,5.605.102.447,8459610263.0,5605102447.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.332.974.914.218,171.787.519.786,1332974914218.0,171787519786.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,1.332.974.914.218,151.775.687.086,1332974914218.0,151775687086.0
Phải trả các bên liên quan(Thuyết minh số 32),Trong đó: > Phải trả các bên liên quan(Thuyết minh số 32),Phải trả các bên liên quan(Thuyết minh số 32),,20.011.832.700,,20011832700.0
