row_label_raw,row_label_full,Số đầu năm > Vay trong năm > Thuê tài chính trong năm,Năm nay > 1.681.181.759.001 > 1.150.909.795.008 > -,VNDNăm trước > 1.390.315.180.640 > 1.938.357.254.981 > 10.134.597.152,numeric__Năm nay > 1.681.181.759.001 > 1.150.909.795.008 > -,numeric__VNDNăm trước > 1.390.315.180.640 > 1.938.357.254.981 > 10.134.597.152
Trả gốc vay,Trả gốc vay,Trả gốc vay,(2.295.026.970.893),(1.656.098.470.011),-2295026970893.0,-1656098470011.0
Trả nợ thuê tài chính,Trả nợ thuê tài chính,Trả nợ thuê tài chính,(4.375.059.152),(1.187.729.036),-4375059152.0,-1187729036.0
Đánh giá chênh lệch tỷ giá,Đánh giá chênh lệch tỷ giá,Đánh giá chênh lệch tỷ giá,(553.232.091),(339.074.725),-553232091.0,-339074725.0
Số cuối năm,Số cuối năm,Số cuối năm,532.136.291.873,1.681.181.759.001,532136291873.0,1681181759001.0
