row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
33,33,33,Tiền thu từ đi vay,24,1.150.909.795.008,1.938.357.254.981,,24.0,1150909795008.0,1938357254981.0
34,34,34,Tiền trả nợ gốc vay,24,(2.295.026.970.893),(1.656.098.470.011),,24.0,-2295026970893.0,-1656098470011.0
35,35,35,Tiền trả nợ gốc thuê tài chính,,(4.375.059.152),(1.187.729.036),,,-4375059152.0,-1187729036.0
36,36,36,Cổ tức đã trả cho cổ đông không kiểm soát,25.2,(7.200.220.724),(5.045.861.515),,252.0,-7200220724.0,-5045861515.0
40,40,40,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động tài chính,,(1.155.692.455.761),276.025.194.419,,,-1155692455761.0,276025194419.0
50,50,50,Lưu chuyển tiền và tương đương tiền thuần trong năm,,110.879.135.635,32.043.335.622,,,110879135635.0,32043335622.0
60,60,60,Tiền và tương đương tiền đầu năm,,91.080.889.570,59.013.422.509,,,91080889570.0,59013422509.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,17.031.614,24.131.439,,,17031614.0,24131439.0
70,70,70,Tiền và tương đương tiền cuối năm,5,201.977.056.819,91.080.889.570,,5.0,201977056819.0,91080889570.0
