row_label_raw,row_label_full,Mã số,NGUỒN VÔN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VÔN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,2.325.589.060.114,2.234.771.167.532,,,2325589060114.0,2234771167532.0
310,310,310,I. Nợ ngắn hạn,,2.266.649.382.339,1.523.363.280.084,,,2266649382339.0,1523363280084.0
311,311,311,1. Phải trả người bán ngắn hạn,19,323.228.232.199,203.560.500.342,,19.0,323228232199.0,203560500342.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,42.372.856.693,40.247.000.694,,20.0,42372856693.0,40247000694.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,18.942.350.840,18.494.282.698,,21.0,18942350840.0,18494282698.0
314,314,314,4. Phải trả người lao động,,20.570.311.270,20.717.952.783,,,20570311270.0,20717952783.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,9.023.815.013,61.227.402.333,,22.0,9023815013.0,61227402333.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,3.651.185.271,1.251.304.800,,,3651185271.0,1251304800.0
319,319,319,7. Phải trả ngắn hạn khác,23,1.332.974.914.218,171.787.519.786,,23.0,1332974914218.0,171787519786.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,24,511.864.490.109,1.004.218.140.166,,24.0,511864490109.0,1004218140166.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,4.021.226.726,1.859.176.482,,,4021226726.0,1859176482.0
330,330,330,II. Nợ dài hạn,,58.939.677.775,711.407.887.448,,,58939677775.0,711407887448.0
331,331,331,1. Phải trả người bán dài hạn,,4.634.716.389,220.000.000,,,4634716389.0,220000000.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,2.204.741.004,3.358.755.562,,,2204741004.0,3358755562.0
337,337,337,3. Phải trả dài hạn khác,,6.756.037.147,8.322.114.240,,,6756037147.0,8322114240.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,24,20.271.801.764,676.963.618.835,,24.0,20271801764.0,676963618835.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,31.3,25.072.381.471,22.543.398.811,,313.0,25072381471.0,22543398811.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.885.350.864.236,2.820.978.475.312,,,2885350864236.0,2820978475312.0
410,410,410,I. Vốn chủ sở hữu,,2.885.350.864.236,2.820.978.475.312,,,2885350864236.0,2820978475312.0
411,411,411,1. Vốn cổ phần,25.1,2.565.045.400.000,2.490.362.630.000,,251.0,2565045400000.0,2490362630000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.565.045.400.000,2.490.362.630.000,,,2565045400000.0,2490362630000.0
414,414,414,2. Vốn khác của chủ sở hữu,25.1,15.081.857.924,-,,251.0,15081857924.0,
418,418,418,2. Quỹ đầu tư phát triển,25.1,12.056.937.705,8.977.359.749,,251.0,12056937705.0,8977359749.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,25.1,96.995.135.190,116.760.826.787,,251.0,96995135190.0,116760826787.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,16.964.058.900,17.654.344.440,,,16964058900.0,17654344440.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,80.031.076.290,99.106.482.347,,,80031076290.0,99106482347.0
429,429,429,4. Lợi ích cổ đông không kiểm soát,,196.171.533.417,204.877.658.776,,,196171533417.0,204877658776.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.210.939.924.350,5.055.749.642.844,,,5210939924350.0,5055749642844.0
