row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nôi dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Môi quan hệ,numeric__Nôi dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty liên kết,Cổ tứcChi phí dịch vụGóp vốn,24.193.655.000311.591.009-,17.244.712.500156.870.913112.168.000.000,,,,1.7244712500156872e+31
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,VayLãi cho vayLãi vay,18.000.000.000626.076.391238.082.192,-626.076.387-,,,1.8000000000626077e+28,
Công ty Cổ phần Vật liệu điện và Viễn thông Sam Cường,Công ty Cổ phần Vật liệu điện và Viễn thông Sam Cường,Công ty Cổ phần Vật liệu điện và Viễn thông Sam Cường,Công ty liên kết,Bán thành phẩmMua hàngChi phí gia côngBán hàng hóaCung cấp dịch vụ,5.504.789.440787.070.0002.419.200-,30.572.5202.277.224.280186.970.6561.667.685.6005.750.000,,,,3.057252022772243e+43
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Bên liên quan,Góp vốn HĐHTDTTam ứng,39.110.000.00023.800.000.000,20.150.000.0003.195.670.000,,,3.9110000000238e+21,2.0150000000319567e+20
