row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngân hàng (Thuyết minh số 24.1),Ngắn hạn > Vay ngân hàng (Thuyết minh số 24.1),Vay ngân hàng (Thuyết minh số 24.1),387.564.482.909,747.203.601.935,387564482909.0,747203601935.0
Trải phiếu (Thuyết minh số 24.2),Ngắn hạn > Trải phiếu (Thuyết minh số 24.2),Trải phiếu (Thuyết minh số 24.2),100.000.000.000,100.000.000.000,100000000000.0,100000000000.0
Vay từ cá nhân(Thuyết minh số 24.3),Ngắn hạn > Vay từ cá nhân(Thuyết minh số 24.3),Vay từ cá nhân(Thuyết minh số 24.3),20.000.000.000,-,20000000000.0,
Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 24.5),Ngắn hạn > Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 24.5),Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 24.5),1.800.007.200,2.533.649.281,1800007200.0,2533649281.0
Vay dài hạn đến hạn trả,Ngắn hạn > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,2.500.000.000,77.502.966.036,2500000000.0,77502966036.0
Vay từ bên liên quan,Ngắn hạn > Vay từ bên liên quan,Vay từ bên liên quan,-,57.000.000.000,,57000000000.0
Vay từ Công ty Cổ phần Chứng khoánSải Gôn - Hà Nội,Ngắn hạn > Vay từ Công ty Cổ phần Chứng khoánSải Gôn - Hà Nội,Vay từ Công ty Cổ phần Chứng khoánSải Gôn - Hà Nội,-,19.977.922.914,,19977922914.0
,,,511.864.490.109,1.004.218.140.166,511864490109.0,1004218140166.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay ngân hàng (Thuyết minh số 24.4),Dài hạn > Vay ngân hàng (Thuyết minh số 24.4),Vay ngân hàng (Thuyết minh số 24.4),17.500.000.000,670.550.400.000,17500000000.0,670550400000.0
Nợ thuê tài chính (Thuyết minh số 24.5),Dài hạn > Nợ thuê tài chính (Thuyết minh số 24.5),Nợ thuê tài chính (Thuyết minh số 24.5),2.771.801.764,6.413.218.835,2771801764.0,6413218835.0
,,,20.271.801.764,676.963.618.835,20271801764.0,676963618835.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,532.136.291.873,1.681.181.759.001,532136291873.0,1681181759001.0
