row_label_raw,row_label_full,Chứng khoán kinh doanh (Thuyết minh số 6.1),Số cuối năm > 343.537.744.467,VND Số đầu năm > 391.118.428.057,numeric__Số cuối năm > 343.537.744.467,numeric__VND Số đầu năm > 391.118.428.057
Dư phòng giảm giá chứng khoán kinh doanh,Dư phòng giảm giá chứng khoán kinh doanh,Dư phòng giảm giá chứng khoán kinh doanh,(156.287.073.560),(86.128.114.623),-156287073560.0,-86128114623.0
Đầu tư nằm giữ đến ngày đáo hạn (*),Đầu tư nằm giữ đến ngày đáo hạn (*),Đầu tư nằm giữ đến ngày đáo hạn (*),119.206.490.621,29.010.000.000,119206490621.0,29010000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,306.457.161.528,334.000.313.434,306457161528.0,334000313434.0
