row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,% Sở hữu,% Sở hữu_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__% Sở hữu,numeric__% Sở hữu_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Vào ngày 31 tháng 12 năm 2019 (%),Vào ngày 31 tháng 12 năm 2018 (%),,,,,
(1),Tên công ty con > (1),(1),Công ty Cổ phần Sacom - Tuyên Lâm,"Kinh doanh khu du lịch, sân golf",Đang hoạt động,"99,75","99,75",,,,99.75,99.75
(2),Tên công ty con > (2),(2),Công ty Cổ phần Dây và Cáp Sacom,Sân xuất dây cáp,Đang hoạt động,"99,92","99,92",,,,99.92,99.92
(3),Tên công ty con > (3),(3),Công ty Cổ phần Địa ốc Sacom,Kinh doanh bất động sản,Đang hoạt động,"74,99","74,99",,,,74.99,74.99
(4),Tên công ty con > (4),(4),Công ty TNHH Sacom Chip Sáng,Kinh doanh dịch vụ cho thuê văn phòng,Đang hoạt động,"73,75","73,75",,,,73.75,73.75
(5),Tên công ty con > (5),(5),Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,"Trồng trot, chăn nuôi, chế biến và kinh doanh nông sản",Đang hoạt động,"72,00","51,00",,,,72.0,51.0
(6),Tên công ty con > (6),(6),Công ty Cổ phần Nông nghiệp Công nghệ cao SAM - Sekong,"Trồng trot, chăn nuôi, chế biến và kinh doanh nông sản",Trước hoạt động,"57,60",,,,,57.6,
