row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.910.460.763.093,2.680.177.956.767,2910460763093.0,2680177956767.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,2.245.245.445.789,1.962.950.747.763,2245245445789.0,1962950747763.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,496.443.901.335,469.144.778.933,496443901335.0,469144778933.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,168.771.415.969,146.402.670.071,168771415969.0,146402670071.0
Doanh thu bán bất động sản đầu tư,Trong đó: > Doanh thu bán bất động sản đầu tư,Doanh thu bán bất động sản đầu tư,-,101.679.760.000,,101679760000.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán trả lại,Các khoản giảm trừ doanh thu > Hàng bán trả lại,Hàng bán trả lại,(56.710.096.401),(10.449.144.792),-56710096401.0,-10449144792.0
DOANH THU THUẢN,Các khoản giảm trừ doanh thu > DOANH THU THUẢN,DOANH THU THUẢN,2.853.750.666.692,2.669.728.811.975,2853750666692.0,2669728811975.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,2.244.823.953.146,1.962.714.470.413,2244823953146.0,1962714470413.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,440.155.297.575,458.931.911.491,440155297575.0,458931911491.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,168.771.415.969,146.402.670.071,168771415969.0,146402670071.0
Doanh thu bán bất động sản đầu tư,Trong đó: > Doanh thu bán bất động sản đầu tư,Doanh thu bán bất động sản đầu tư,-,101.679.760.000,,101679760000.0
