row_label_raw,row_label_full,col_0,col_1,Số cuối năm,VND Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__VND Số đầu năm
Cho vay bên khác,Cho vay bên khác,Cho vay bên khác,(i),20.000.000.000,5.440.000.000,,20000000000.0,5440000000.0
Cho vay bên liên quan (Thuyết minh số 32),Cho vay bên liên quan (Thuyết minh số 32),Cho vay bên liên quan (Thuyết minh số 32),,-,6.500.000.000,,,6500000000.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,,20.000.000.000,11.940.000.000,,20000000000.0,11940000000.0
