row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Vốn góp hợp đồng hợp tác đầu tư (""HDHTĐT"") (i)","Ngắn hạn > Vốn góp hợp đồng hợp tác đầu tư (""HDHTĐT"") (i)","Vốn góp hợp đồng hợp tác đầu tư (""HDHTĐT"") (i)",358.421.979.197,174.900.000.000,358421979197.0,174900000000.0
Phải thu từ chuyển nhượng vốn,Ngắn hạn > Phải thu từ chuyển nhượng vốn,Phải thu từ chuyển nhượng vốn,105.780.149.500,105.780.149.500,105780149500.0,105780149500.0
"Vốn góp hợp đồng hợp tác kinh doanh (""HDHTKD"") (ii)","Ngắn hạn > Vốn góp hợp đồng hợp tác kinh doanh (""HDHTKD"") (ii)","Vốn góp hợp đồng hợp tác kinh doanh (""HDHTKD"") (ii)",20.000.000.000,20.000.000.000,20000000000.0,20000000000.0
"Kỳ cược, kỳ quỹ","Ngắn hạn > Kỳ cược, kỳ quỹ","Kỳ cược, kỳ quỹ",20.072.070.000,4.918.500.000,20072070000.0,4918500000.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,8.536.881.405,5.821.243.310,8536881405.0,5821243310.0
Phải thu từ nhận chuyển nhượng cổ phần,Ngắn hạn > Phải thu từ nhận chuyển nhượng cổ phần,Phải thu từ nhận chuyển nhượng cổ phần,-,123.122.423.412,,123122423412.0
- Mua cổ phần của doanh nghiệp trong lĩnh vực bất động sản,Ngắn hạn > - Mua cổ phần của doanh nghiệp trong lĩnh vực bất động sản,- Mua cổ phần của doanh nghiệp trong lĩnh vực bất động sản,-,123.122.423.412,,123122423412.0
Phải thu ngắn hạn khác,Ngắn hạn > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,49.320.912.735,39.460.579.755,49320912735.0,39460579755.0
,,,562.131.992.837,474.002.895.977,562131992837.0,474002895977.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Tiền đến bù, giải phóng mặt bằng chở cần trừ tiền thuê đất (iii)","Dài hạn > Tiền đến bù, giải phóng mặt bằng chở cần trừ tiền thuê đất (iii)","Tiền đến bù, giải phóng mặt bằng chở cần trừ tiền thuê đất (iii)",19.539.497.101,22.397.022.255,19539497101.0,22397022255.0
Vốn góp HDHTĐT (iv),Dài hạn > Vốn góp HDHTĐT (iv),Vốn góp HDHTĐT (iv),1.250.000.000,71.000.000.000,1250000000.0,71000000000.0
"Kỳ cược, kỳ quỹ","Dài hạn > Kỳ cược, kỳ quỹ","Kỳ cược, kỳ quỹ",4.598.478.880,4.845.619.480,4598478880.0,4845619480.0
,,,25.387.975.981,98.242.641.735,25387975981.0,98242641735.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,587.519.968.818,572.245.537.712,587519968818.0,572245537712.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,565.624.676.010,550.838.239.103,565624676010.0,550838239103.0
Phải thu các bên liên quan (Thuyết minh số 32),Trong đó: > Phải thu các bên liên quan (Thuyết minh số 32),Phải thu các bên liên quan (Thuyết minh số 32),21.895.292.808,21.407.298.609,21895292808.0,21407298609.0
