row_label_raw,row_label_full,Ông Trần Việt Anh,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Phương Thành Long,Ông Phương Thành Long,Ông Phương Thành Long,Phó Tổng Giám đốc,,,
Ông Phạm Ngọc Tùng,Ông Phạm Ngọc Tùng,Ông Phạm Ngọc Tùng,Phó Tổng Giám đốc,từ nhiệm ngày 31 tháng 1 năm 2019,,
