row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước (Được trình bày lại),numeric__Năm nay,numeric__VND > Năm trước (Được trình bày lại)
Lợi nhuận sau thuế (VND),Lợi nhuận sau thuế (VND),Lợi nhuận sau thuế (VND),80.031.076.290,99.106.482.347,80031076290.0,99106482347.0
Trừ: Quỹ khen thưởng phúc lợi (VND) (i),Trừ: Quỹ khen thưởng phúc lợi (VND) (i),Trừ: Quỹ khen thưởng phúc lợi (VND) (i),(800.310.763),(991.064.823),-800310763.0,-991064823.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),79.230.765.527,98.115.417.524,79230765527.0,98115417524.0
Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),256.504.540,256.504.540,256504540.0,256504540.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),309,383,309.0,383.0
Lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi suy giảm trên cổ phiếu (VND/cổ phiếu),309,383,309.0,383.0
