row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Phải thu ngắn hạn của khách hàng,a. Phải thu ngắn hạn của khách hàng,a. Phải thu ngắn hạn của khách hàng,a. Phải thu ngắn hạn của khách hàng,a. Phải thu ngắn hạn của khách hàng,,
Tập đoàn Xăng dầu Việt Nam,a. Phải thu ngắn hạn của khách hàng > Tập đoàn Xăng dầu Việt Nam,Tập đoàn Xăng dầu Việt Nam,3.535.894.938.330,3.165.211.371.019,3535894938330.0,3165211371019.0
Công ty TNHH MTV Dầu khí Thành phố Hồ Chí Minh,a. Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Dầu khí Thành phố Hồ Chí Minh,Công ty TNHH MTV Dầu khí Thành phố Hồ Chí Minh,781.224.375.250,709.077.185.116,781224375250.0,709077185116.0
Công ty Cổ phần Nhiên liệu bay Petrolimex,a. Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,417.493.076.919,280.583.780.611,417493076919.0,280583780611.0
Công ty TNHH MTV Nhiên liệu Hàng không Việt Nam,a. Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Nhiên liệu Hàng không Việt Nam,Công ty TNHH MTV Nhiên liệu Hàng không Việt Nam,368.899.103.335,208.966.032.524,368899103335.0,208966032524.0
Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ,a. Phải thu ngắn hạn của khách hàng > Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ,356.963.568.927,343.364.195.401,356963568927.0,343364195401.0
Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,a. Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,337.646.814.576,-,337646814576.0,
Công ty TNHH một thành viên Tổng công ty Xăng dầu Quân Đội,a. Phải thu ngắn hạn của khách hàng > Công ty TNHH một thành viên Tổng công ty Xăng dầu Quân Đội,Công ty TNHH một thành viên Tổng công ty Xăng dầu Quân Đội,228.173.977.433,209.827.987.448,228173977433.0,209827987448.0
Công ty TNHH MTV Thương mại Dầu khí Đồng Tháp,a. Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Thương mại Dầu khí Đồng Tháp,Công ty TNHH MTV Thương mại Dầu khí Đồng Tháp,172.609.849.830,268.885.735.528,172609849830.0,268885735528.0
Công ty Cổ phần Nhựa OPEC,a. Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Nhựa OPEC,Công ty Cổ phần Nhựa OPEC,159.266.036.547,270.130.440.331,159266036547.0,270130440331.0
Các khách hàng khác,a. Phải thu ngắn hạn của khách hàng > Các khách hàng khác,Các khách hàng khác,1.559.429.158.972,1.768.000.446.574,1559429158972.0,1768000446574.0
b. Phải thu khách hàng các bên liên quan(Chỉ tiết tại Thuyết minh số 34),a. Phải thu ngắn hạn của khách hàng > b. Phải thu khách hàng các bên liên quan(Chỉ tiết tại Thuyết minh số 34),b. Phải thu khách hàng các bên liên quan(Chỉ tiết tại Thuyết minh số 34),1.837.133.892.338,1.516.952.225.140,1837133892338.0,1516952225140.0
,,,9.754.734.792.457,8.740.999.399.692,9754734792457.0,8740999399692.0
