row_label_raw,row_label_full,Chỉ tiêu,Sản phẩm lọc hóa dấu VND,Nhiên liệu sinh học VND,Sản xuất bao bì và thương mại dịch vụ VND,Loại trừ nội bộ VND,Tổng VND,numeric__Sản phẩm lọc hóa dấu VND,numeric__Nhiên liệu sinh học VND,numeric__Sản xuất bao bì và thương mại dịch vụ VND,numeric__Loại trừ nội bộ VND,numeric__Tổng VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,
Tài sản bộ phận,Tài sản > Tài sản bộ phận,Tài sản bộ phận,51.847.272.981.332,1.508.501.241.388,248.466.503.614,(392.635.916.653),53.211.604.809.681,51847272981332.0,1508501241388.0,248466503614.0,-392635916653.0,53211604809681.0
Tổng Tài sản hợp nhất,Tài sản > Tổng Tài sản hợp nhất,Tổng Tài sản hợp nhất,51.847.272.981.332,1.508.501.241.388,248.466.503.614,(392.635.916.653),53.211.604.809.681,51847272981332.0,1508501241388.0,248466503614.0,-392635916653.0,53211604809681.0
Công nợ,Công nợ,Công nợ,,,,,,,,,,
Nợ phải trả bộ phận,Công nợ > Nợ phải trả bộ phận,Nợ phải trả bộ phận,20.591.533.160.628,1.269.956.877.763,60.198.179.901,(87.629.738.451),21.834.058.479.841,20591533160628.0,1269956877763.0,60198179901.0,-87629738451.0,21834058479841.0
Tổng Nợ phải trả hợp nhất,Công nợ > Tổng Nợ phải trả hợp nhất,Tổng Nợ phải trả hợp nhất,20.591.533.160.628,1.269.956.877.763,60.198.179.901,(87.629.738.451),21.834.058.479.841,20591533160628.0,1269956877763.0,60198179901.0,-87629738451.0,21834058479841.0
