row_label_raw,row_label_full,- Giá trị hàng hóa và dịch vụ > - Giá trị đầu thô mua ủy thác,Năm nayVND > 141.432.616.735 > 47.118.615.643.352,Kỳ trướcVND > 53.307.181.561 > 28.827.057.789.859,numeric__Năm nayVND > 141.432.616.735 > 47.118.615.643.352,numeric__Kỳ trướcVND > 53.307.181.561 > 28.827.057.789.859
- Các khoản ủy thác khác,- Các khoản ủy thác khác,- Các khoản ủy thác khác,8.225.329.179,14.844.541.472,8225329179.0,14844541472.0
,,,47.268.273.589.266,28.895.209.512.892,47268273589266.0,28895209512892.0
