row_label_raw,row_label_full,col_0,Năm nay,Kỳ trước,numeric__Năm nay,numeric__Kỳ trước
,,,VND,VND,,
Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,53.046.564.710.124,32.369.109.809.592,53046564710124.0,32369109809592.0
Tổng Công ty Đầu Việt Nam - Công ty Cổ phần (*),Tổng Công ty Đầu Việt Nam - Công ty Cổ phần (*),Tổng Công ty Đầu Việt Nam - Công ty Cổ phần (*),47.268.273.589.266,28.895.209.512.892,47268273589266.0,28895209512892.0
Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01 & 02 - Điều hành Dầu khí),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01 & 02 - Điều hành Dầu khí),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01 & 02 - Điều hành Dầu khí),2.102.825.226.565,688.686.607.403,2102825226565.0,688686607403.0
Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí,Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí,Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí,1.299.009.748.855,1.444.304.108.284,1299009748855.0,1444304108284.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,1.282.983.079.618,688.190.283.080,1282983079618.0,688190283080.0
Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01/97 & 02/97),624.027.081.610,145.609.915.227,624027081610.0,145609915227.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,240.444.022.955,153.852.960.192,240444022955.0,153852960192.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,84.893.179.436,54.150.028.080,84893179436.0,54150028080.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,37.909.959.309,20.926.492.820,37909959309.0,20926492820.0
Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,34.302.966.076,229.595.955.753,34302966076.0,229595955753.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP,23.652.459.215,27.092.269.146,23652459215.0,27092269146.0
Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Công ty Cổ phần Vận tải Xăng dầu Phương Nam,14.777.377.414,-,14777377414.0,
Viên Dầu khí Việt Nam - Chỉ nhánh Hà Nội,Viên Dầu khí Việt Nam - Chỉ nhánh Hà Nội,Viên Dầu khí Việt Nam - Chỉ nhánh Hà Nội,8.941.483.653,12.462.261.176,8941483653.0,12462261176.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí - Chỉ nhánh Giải pháp Công nghệ kiểm tra không phá hủy Dầu khí Việt Nam,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí - Chỉ nhánh Giải pháp Công nghệ kiểm tra không phá hủy Dầu khí Việt Nam,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí - Chỉ nhánh Giải pháp Công nghệ kiểm tra không phá hủy Dầu khí Việt Nam,7.436.037.913,-,7436037913.0,
Công ty Cổ phần Xăng dầu Dầu khí PVOil Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PVOil Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PVOil Miền Trung,5.424.226.479,3.036.769.936,5424226479.0,3036769936.0
Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,4.439.572.880,1.323.105.000,4439572880.0,1323105000.0
