row_label_raw,row_label_full,Chỉ tiêu,Sản phẩm lọc hóa dấu VND,Nhiên liệu sinh học VND,Sản xuất bao bì và thương mại dịch vụ VND,Loại trừ nội bộ VND,Tổng VND,numeric__Sản phẩm lọc hóa dấu VND,numeric__Nhiên liệu sinh học VND,numeric__Sản xuất bao bì và thương mại dịch vụ VND,numeric__Loại trừ nội bộ VND,numeric__Tổng VND
Tải sản,Tải sản,Tải sản,,,,,,,,,,
Tải sản bộ phận,Tải sản > Tải sản bộ phận,Tải sản bộ phận,52.218.212.446.096,1.429.080.960.467,226.255.282.000,(289.555.692.504),53.583.992.996.059,52218212446096.0,1429080960467.0,226255282000.0,-289555692504.0,53583992996059.0
Tổng Tài sản hợp nhất,Tải sản > Tổng Tài sản hợp nhất,Tổng Tài sản hợp nhất,52.218.212.446.096,1.429.080.960.467,226.255.282.000,(289.555.692.504),53.583.992.996.059,52218212446096.0,1429080960467.0,226255282000.0,-289555692504.0,53583992996059.0
Công nợ,Công nợ,Công nợ,,,,,,,,,,
Nợ phải trả bộ phận,Công nợ > Nợ phải trả bộ phận,Nợ phải trả bộ phận,18.242.558.329.309,1.316.338.747.682,34.454.809.952,(62.955.894.595),19.530.395.992.348,18242558329309.0,1316338747682.0,34454809952.0,-62955894595.0,19530395992348.0
Tổng Nợ phải trả hợp nhất,Công nợ > Tổng Nợ phải trả hợp nhất,Tổng Nợ phải trả hợp nhất,18.242.558.329.309,1.316.338.747.682,34.454.809.952,(62.955.894.595),19.530.395.992.348,18242558329309.0,1316338747682.0,34454809952.0,-62955894595.0,19530395992348.0
