row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,31/12/2019,01/01/2019,31/12/2019,01/01/2019,,,,,
Công ty cổ phần Phước tượng Phú gia BOT,Tên công ty > Công ty cổ phần Phước tượng Phú gia BOT,Công ty cổ phần Phước tượng Phú gia BOT,"Lô 4 BT1, Khu đô thị Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","99,47%","99,47%","99,47%","99,47%",,0.9947,0.9947,0.9947,0.9947
