row_label_raw,row_label_full,31/12/2019 > Giá trị,31/12/2019 > Số có khả năngtrà nợ,Đơn vị tính: VND > 01/01/2019 > Giá trị,Đơn vị tính: VND > 01/01/2019 > Số có khả năng trả nợ,numeric__31/12/2019 > Số có khả năngtrà nợ,numeric__Đơn vị tính: VND > 01/01/2019 > Giá trị,numeric__Đơn vị tính: VND > 01/01/2019 > Số có khả năng trả nợ
104.254.218.959,104.254.218.959,104.254.218.959,104.254.218.959,52.118.095.808,52.118.095.808,104254218959.0,52118095808.0,52118095808.0
6.959.950.800,6.959.950.800,6.959.950.800,6.959.950.800,6.529.153.672,6.529.153.672,6959950800.0,6529153672.0,6529153672.0
,,,,468.083.001,468.083.001,,468083001.0,468083001.0
36.341.742,36.341.742,36.341.742,36.341.742,36.341.742,36.341.742,36341742.0,36341742.0,36341742.0
1.707.015.145,1.707.015.145,1.707.015.145,1.707.015.145,5.595.922.661,5.595.922.661,1707015145.0,5595922661.0,5595922661.0
1.556.765.000,1.556.765.000,1.556.765.000,1.556.765.000,252.690.000,252.690.000,1556765000.0,252690000.0,252690000.0
88.307.200,88.307.200,88.307.200,88.307.200,88.307.200,88.307.200,88307200.0,88307200.0,88307200.0
379.355.000,379.355.000,379.355.000,379.355.000,379.355.000,379.355.000,379355000.0,379355000.0,379355000.0
779.553.495,779.553.495,779.553.495,779.553.495,194.171.000,194.171.000,779553495.0,194171000.0,194171000.0
3.363.988.375,3.363.988.375,3.363.988.375,3.363.988.375,3.363.988.375,3.363.988.375,3363988375.0,3363988375.0,3363988375.0
,,,,2.035.138.770,2.035.138.770,,2035138770.0,2035138770.0
2.884.768.143,2.884.768.143,2.884.768.143,2.884.768.143,5.272.209.376,5.272.209.376,2884768143.0,5272209376.0,5272209376.0
9.995.700.000,9.995.700.000,9.995.700.000,9.995.700.000,,,9995700000.0,,
11.867.731.900,11.867.731.900,11.867.731.900,11.867.731.900,,,11867731900.0,,
6.542.230.000,6.542.230.000,6.542.230.000,6.542.230.000,,,6542230000.0,,
9.842.852.000,9.842.852.000,9.842.852.000,9.842.852.000,,,9842852000.0,,
3.375.133.010,3.375.133.010,3.375.133.010,3.375.133.010,,,3375133010.0,,
2.078.619.884,2.078.619.884,2.078.619.884,2.078.619.884,,,2078619884.0,,
42.795.907.265,42.795.907.265,42.795.907.265,42.795.907.265,27.902.735.011,27.902.735.011,42795907265.0,27902735011.0,27902735011.0
104.254.218.959,104.254.218.959,104.254.218.959,104.254.218.959,52.118.095.808,52.118.095.808,104254218959.0,52118095808.0,52118095808.0
