row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019,01/01/2019,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019
200,200,200,B. TÀI SẢN DÀI HẠN,,2.292.301.559.890,209.060.908.180,,,2292301559890.0,209060908180.0
210,210,210,I. Các khoản phải thu dài hạn,,,13.787.709.800,,,,13787709800.0
211,211,211,1. Phải thu dài hạn của khách hàng,,,,,,,
212,212,212,2. Trả trước cho người bán dài hạn,,,,,,,
213,213,213,3. Vốn kinh doanh ở đơn vị trực thuộc,,,,,,,
214,214,214,4. Phải thu nội bộ dài hạn,,,,,,,
215,214 > 215,215,5. Phải thu về cho vay dài hạn,V.05,,13.787.709.800,,,,13787709800.0
216,216,216,6. Phải thu dài hạn khác,,,,,,,
219,219,219,7. Dự phòng phải thu dài hạn khó đòi (*),,,,,,,
220,219 > 220,220,II. Tài sản cố định,,51.542.209.668,98.127.859.431,,,51542209668.0,98127859431.0
221,219 > 221,221,1. Tài sản cố định hữu hình,V.10,50.962.596.083,97.535.364.758,,,50962596083.0,97535364758.0
222,219 > 222,222,- Nguyên giá,,125.677.041.156,172.987.003.114,,,125677041156.0,172987003114.0
223,219 > 223,223,- Giá trị hao mòn luỹ kế (*),,(74.714.445.073),(75.451.638.356),,,-74714445073.0,-75451638356.0
224,224,224,2. Tài sản cố định thuê tài chính,,,,,,,
225,225,225,- Nguyên giá,,,,,,,
226,226,226,- Giá trị hao mòn luỹ kế (*),,,,,,,
227,226 > 227,227,3. Tài sản cố định vô hình,V.11,579.613.585,592.494.673,,,579613585.0,592494673.0
228,226 > 228,228,- Nguyên giá,,663.292.634,663.292.634,,,663292634.0,663292634.0
229,226 > 229,229,- Giá trị hao mòn luỹ kế (*),,(83.679.049),(70.797.961),,,-83679049.0,-70797961.0
230,230,230,III. Bất động sản đầu tư,,,,,,,
231,231,231,- Nguyên giá,,,,,,,
232,232,232,- Giá trị hao mòn luỹ kế (*),,,,,,,
240,232 > 240,240,IV. Tài sản dỡ dang dài hạn,V.09,497.762.553,19.574.271,,,497762553.0,19574271.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,
242,241 > 242,242,2. Chi phí xây dựng cơ bản dở dang,,497.762.553,19.574.271,,,497762553.0,19574271.0
250,241 > 250,250,V. Đầu tư tài chính dài hạn,V.02,2.238.215.900.000,91.283.120.000,,,2238215900000.0,91283120000.0
251,241 > 251,251,1. Đầu tư vào công ty con,,2.006.715.900.000,,,,2006715900000.0,
252,241 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,229.500.000.000,13.500.000.000,,,229500000000.0,13500000000.0
253,241 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,,77.783.120.000,,,,77783120000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn (*),,,,,,,
255,254 > 255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,,2.000.000.000,,,,2000000000.0,
260,254 > 260,260,VI. Tài sản dài hạn khác,,2.045.687.669,5.842.644.678,,,2045687669.0,5842644678.0
261,254 > 261,261,1. Chi phí trả trước dài hạn,V.12,2.045.687.669,5.842.644.678,,,2045687669.0,5842644678.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,,,,,,
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,,,,,,
268,268,268,4. Tài sản dài hạn khác,,,,,,,
270,268 > 270,270,TỔNG CỘNG TÀI SẢN,,2.831.155.471.210,360.414.979.954,,,2831155471210.0,360414979954.0
