row_label_raw,row_label_full,"Giá trị còn lại TSCĐ và chi phí thanh lý, nhượng bán TSCĐ",Năm nay > 3.421.619.485,Năm trước,numeric__Năm nay > 3.421.619.485,numeric__Năm trước
Các khoản bị phạt,Các khoản bị phạt,Các khoản bị phạt,372.810.783,758.254.875,372810783.0,758254875.0
Các khoản khác,Các khoản khác,Các khoản khác,8.250.465,91.202.677,8250465.0,91202677.0
Cộng,Cộng,Cộng,3.802.680.733,849.457.552,3802680733.0,849457552.0
