row_label_raw,row_label_full,Tên Công ty,Tỷ lệ lợi ích của công ty mẹ,Tỷ lệ biểu quyết,Vốn đầu tư (VND),numeric__Tỷ lệ lợi ích của công ty mẹ,numeric__Tỷ lệ biểu quyết,numeric__Vốn đầu tư (VND)
- Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,- Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,- Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,"63,40%","63,40%",820.303.650.000,0.634,0.634,820303650000.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,"60,12%","60,12%",914.081.250.000,0.6012,0.6012,914081250000.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,"99,47%","99,47%",272.331.000.000,0.9947,0.9947,272331000000.0
