row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
05. 1. Chi phí bán hàng,05. 1. Chi phí bán hàng,05. 1. Chi phí bán hàng,05. 1. Chi phí bán hàng,05. 1. Chi phí bán hàng,,
05. 2. Chi phí quản lý doanh nghiệp,05. 2. Chi phí quản lý doanh nghiệp,05. 2. Chi phí quản lý doanh nghiệp,05. 2. Chi phí quản lý doanh nghiệp,05. 2. Chi phí quản lý doanh nghiệp,,
"Chi phí nguyên, vật liệu","05. 2. Chi phí quản lý doanh nghiệp > Chi phí nguyên, vật liệu","Chi phí nguyên, vật liệu",25.344.372,,25344372.0,
"Chi phí công cụ, dụng cụ","05. 2. Chi phí quản lý doanh nghiệp > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",354.448.889,552.808.475,354448889.0,552808475.0
Chi phí nhân công,05. 2. Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,8.292.896.492,7.765.137.215,8292896492.0,7765137215.0
Chi phí khấu hao,05. 2. Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,1.536.314.555,1.563.719.855,1536314555.0,1563719855.0
Chi phí dịch vụ mua ngoài,05. 2. Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.525.254.527,2.673.083.528,1525254527.0,2673083528.0
"Thuế, phí, lệ phí","05. 2. Chi phí quản lý doanh nghiệp > Thuế, phí, lệ phí","Thuế, phí, lệ phí",4.020.000,9.000.000,4020000.0,9000000.0
Dự phòng nợ phải thu khó đòi,05. 2. Chi phí quản lý doanh nghiệp > Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,947.953.152,3.151.664.718,947953152.0,3151664718.0
Hoàn nhập dự phòng nợ phải thu khó đòi,05. 2. Chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(2.189.243.495),,-2189243495.0,
Các khoản chi phí QLDN khác,05. 2. Chi phí quản lý doanh nghiệp > Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,5.514.665.813,5.157.416.787,5514665813.0,5157416787.0
Cộng,05. 2. Chi phí quản lý doanh nghiệp > Cộng,Cộng,16.011.654.305,20.872.830.578,16011654305.0,20872830578.0
