row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,104.254.218.959,,,104.254.218.959,104254218959.0,,,104254218959.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,13.671.606.067,,,13.671.606.067,13671606067.0,,,13671606067.0
Vay và nợ,Vay và nợ,Vay và nợ,134.806.331.880,239.858.333.334,,374.664.665.214,134806331880.0,239858333334.0,,374664665214.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,17.031.908.192,,,17.031.908.192,17031908192.0,,,17031908192.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,9.717.695.417,,,9.717.695.417,9717695417.0,,,9717695417.0
Cộng,Cộng,Cộng,279.481.760.515,239.858.333.334,,519.340.093.849,279481760515.0,239858333334.0,,519340093849.0
