row_label_raw,row_label_full,col_0,Giá trị sổ kế toán > 31/12/2019,Giá trị sổ kế toán > 01/01/2019,numeric__Giá trị sổ kế toán > 31/12/2019,numeric__Giá trị sổ kế toán > 01/01/2019
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,VND,VND,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,34.727.733.073,187.216.013.073,34727733073.0,187216013073.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",916.114.471.900,977.833.515.773,916114471900.0,977833515773.0
Chỉ phí phải trả,Nợ phải trả tài chính > Chỉ phí phải trả,Chỉ phí phải trả,77.561.271.693,75.875.123.178,77561271693.0,75875123178.0
,,,1.028.403.476.666,1.240.924.652.024,1028403476666.0,1240924652024.0
