row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 VND,Năm 2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 VND,numeric__Năm 2018 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,26.047.522.590,99.337.798.591,,24.0,26047522590.0,99337798591.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,30.982.909,,,,30982909.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,26.047.522.590,99.306.815.682,,,26047522590.0,99306815682.0
11,11,11,4. Giá vốn hàng bán,25,20.089.015.666,89.796.058.165,,25.0,20089015666.0,89796058165.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.958.506.924,9.510.757.517,,,5958506924.0,9510757517.0
21,21,21,6. Doanh thu hoạt động tài chính,26,30.038.174.911,43.542.997.112,,26.0,30038174911.0,43542997112.0
22,22,22,7. Chi phí tài chính,27,54.474.825.802,(11.787.094.774),,27.0,54474825802.0,-11787094774.0
23,23,23,Trong đó: Chi phí lãi vay,,3.521.006.271,3.521.006.270,,,3521006271.0,3521006270.0
25,25,25,8. Chi phí bán hàng,28,823.622.542,984.289.268,,28.0,823622542.0,984289268.0
26,26,26,9. Chi phí quản lý doanh nghiệp,29,(1.432.012.604),87.441.653.981,,29.0,-1432012604.0,87441653981.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(17.869.753.905),(23.585.093.846),,,-17869753905.0,-23585093846.0
31,31,31,11. Thu nhập khác,30,4.005.324.804,415.446.911,,30.0,4005324804.0,415446911.0
32,32,32,12. Chi phí khác,31,82.076.890,144.540.421,,31.0,82076890.0,144540421.0
40,40,40,13. Lợi nhuận khác,,3.923.247.914,270.906.490,,,3923247914.0,270906490.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,(13.946.505.991),(23.314.187.356),,,-13946505991.0,-23314187356.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,32,-,-,,32.0,,
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(13.946.505.991),(23.314.187.356),,,-13946505991.0,-23314187356.0
