row_label_raw,row_label_full,Nhà máy Sản xuất Phân bón phức hợp từUrê nóng chảy công suất 300.000 tấn/năm > Cảng nhập nguyên liệu công suất 500.000 tấn/năm của Nhà máy Sản xuất Phân đạmCà Mau,Số cuối nămVND > 282.477.152.203 > 38.257.800.411,Số đầu nămVND > 59.991.150.644 > 574.218.787,numeric__Số cuối nămVND > 282.477.152.203 > 38.257.800.411,numeric__Số đầu nămVND > 59.991.150.644 > 574.218.787
Dự án ERP giai đoạn 2,Dự án ERP giai đoạn 2,Dự án ERP giai đoạn 2,11.364.926.500,-,11364926500.0,
Sửa chữa văn phòng nhà máy,Sửa chữa văn phòng nhà máy,Sửa chữa văn phòng nhà máy,7.136.721.254,-,7136721254.0,
Dự án Permeate Gas,Dự án Permeate Gas,Dự án Permeate Gas,2.696.390.654,-,2696390654.0,
Chi phí giải phóng mặt bằng khu nhà công vụ,Chi phí giải phóng mặt bằng khu nhà công vụ,Chi phí giải phóng mặt bằng khu nhà công vụ,-,19.217.326.485,,19217326485.0
Cải hoán sàng phân loại cỡ hạt đạm,Cải hoán sàng phân loại cỡ hạt đạm,Cải hoán sàng phân loại cỡ hạt đạm,-,9.466.711.521,,9466711521.0
Sửa chữa cải tạo nhà ở giai đoạn 3,Sửa chữa cải tạo nhà ở giai đoạn 3,Sửa chữa cải tạo nhà ở giai đoạn 3,-,5.832.841.102,,5832841102.0
Hệ thống camera quan sát giai đoạn 2,Hệ thống camera quan sát giai đoạn 2,Hệ thống camera quan sát giai đoạn 2,-,4.295.997.851,,4295997851.0
Các công trình khác,Các công trình khác,Các công trình khác,4.441.360.706,5.068.274.639,4441360706.0,5068274639.0
,,,346.374.351.728,104.446.521.029,346374351728.0,104446521029.0
