row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
Thuế giá trị gia tăng,a. Các khoản phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,89.165.711,-,59.753.279,148.918.990,89165711.0,,59753279.0,148918990.0
Tiền thuê đất,a. Các khoản phải thu > Tiền thuê đất,Tiền thuê đất,397.346.605,-,-,397.346.605,397346605.0,,,397346605.0
,,,486.512.316,-,59.753.279,546.265.595,486512316.0,,59753279.0,546265595.0
b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,,,,
Thuế giá trị gia tăng,b. Các khoản phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,5.364.621.412,5.364.621.412,-,,5364621412.0,5364621412.0,
Thuế nhập khẩu,b. Các khoản phải nộp > Thuế nhập khẩu,Thuế nhập khẩu,-,15.616.511.788,15.616.511.788,-,,15616511788.0,15616511788.0,
Thuế thu nhập doanh nghiệp,b. Các khoản phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,11.269.741.784,44.647.599.359,28.320.220.571,27.597.120.572,11269741784.0,44647599359.0,28320220571.0,27597120572.0
Thuế tài nguyên,b. Các khoản phải nộp > Thuế tài nguyên,Thuế tài nguyên,133.396.460,2.740.660.320,2.671.711.650,202.345.130,133396460.0,2740660320.0,2671711650.0,202345130.0
Tiền thuê đất,b. Các khoản phải nộp > Tiền thuê đất,Tiền thuê đất,-,77.400.525,77.400.525,-,,77400525.0,77400525.0,
Thuế thu nhập cá nhân,b. Các khoản phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.393.246.267,23.140.466.744,21.466.324.613,5.067.388.398,3393246267.0,23140466744.0,21466324613.0,5067388398.0
Thuế khác,b. Các khoản phải nộp > Thuế khác,Thuế khác,114.252.670,52.931.875.381,52.751.687.484,294.440.567,114252670.0,52931875381.0,52751687484.0,294440567.0
,,,14.910.637.181,144.519.135.529,126.268.478.043,33.161.294.667,14910637181.0,144519135529.0,126268478043.0,33161294667.0
