row_label_raw,row_label_full,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(338.053.182.449),(105.903.984.120),"numeric__Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",numeric__21,numeric__(338.053.182.449),numeric__(105.903.984.120)
2.,2.,2.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(5.572.000.000.000),(4.800.000.000.000),,23.0,-5572000000000.0,-4800000000000.0
3.,3.,3.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,5.170.000.000.000,5.000.000.000.000,,24.0,5170000000000.0,5000000000000.0
4.,4.,4.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,162.436.909.842,156.962.323.928,,27.0,162436909842.0,156962323928.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(577.616.272.607),251.058.339.808,,30.0,-577616272607.0,251058339808.0
