row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số cuối năm_3,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số cuối năm_3,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,VND,VND,Giá gốc,VND,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,20.826.250.000,-,26.590.956.000,20.826.250.000,-,34.988.100.000,20826250000.0,,26590956000.0,20826250000.0,,34988100000.0
Công ty Cổ phần Bao bi Dầu khí Việt Nam,Công ty Cổ phần Bao bi Dầu khí Việt Nam,Công ty Cổ phần Bao bi Dầu khí Việt Nam,20.826.250.000,-,26.590.956.000,20.826.250.000,-,34.988.100.000,20826250000.0,,26590956000.0,20826250000.0,,34988100000.0
