row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 1.025.577.836.609 > 1.045.083.217.778 > 449.448.471.595 > -,Số đầu nămVND > 1.045.849.764.321 > 998.952.169.069 > 2.118.778.855.137 > 532.166.854.085,numeric__Số cuối nămVND > 1.025.577.836.609 > 1.045.083.217.778 > 449.448.471.595 > -,numeric__Số đầu nămVND > 1.045.849.764.321 > 998.952.169.069 > 2.118.778.855.137 > 532.166.854.085
,,,2.520.109.525.982,4.695.747.642.612,2520109525982.0,4695747642612.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuệtài chính ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuệtài chính ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuệtài chính ngắn hạn),1.025.577.836.609,1.045.849.764.321,1025577836609.0,1045849764321.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.494.531.689.373,3.649.897.878.291,1494531689373.0,3649897878291.0
